News Headline,Sentiment
Alstom India registers Rs 7.58 crore  loss in third quarter,neutral
U.S. arrests three in alleged $722 million cryptocurrency fraud https://t.co/r7JbcAUepE https://t.co/I6DBZ4xKzB,neutral
Reckitt Benckiser names Nitish Kapoor as India MD,neutral
RoboSense erhält Zertifizierung nach IATF 16949,neutral
"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",positive
Fed's Kaplan Sees Risks to Outlook as 'Fairly Balanced',neutral
Jyoti Structures zooms 10% on order win,positive
"Utilities 'the most underappreciated sector,' T. Rowe Price analyst says",neutral
Sterlite: Electricity biz likely to pack a power punch,positive
U.S. Productivity Rose Less Than Forecast in Fourth Quarter,negative
The Crypto Daily – Movers and Shakers -15/12/19,neutral
ECB says forex benchmark rates compiled on too narrow basis,neutral
Analysts see no major impact from new Fed tapering talks,neutral
Exclusive: China's BAIC raising Daimler stake to unseat Geely as top shareholder - sources,neutral
The companies expect the first orders already in 2011 .,positive
Bajaj Finance continues to remain large part of portfolio: Prashasta Seth,positive
There could be a decent 25-30% upside in Maruti's stock: Prakash Diwan,positive
Natural rubber prices have plunged to five-year low,negative
"President Donald Trump assumes economic growth above 3% this year in his annual budget proposal, exceeding mainstre… https://t.co/UvzzuACRmO",neutral
Silver rises Rs 166 per kg in futures trade,positive
L'Oreal Expects Short-Term Virus Hit,negative
UPL shares surge over 3.5% as RBI removes foreign buying restriction,positive
Kaman declares $0.20 dividend,neutral
"The 1960s sexual revolution may have played a role in the cancer's rise, a researcher said.  https://t.co/WeUxfWHXjw",neutral
Sahara Housingfina stock slumps 3%,negative
House Committee may meet before submitting final report on FCRA Bill,neutral
"Broader issues remain, from the trade war with China to weakness in manufacturing. And there are fewer people left… https://t.co/uSGvzRGSvn",negative
DNA testing company Veritas Genetics is suspending American operations and cutting all U.S. staff after a financing… https://t.co/LZZNsdU41T,negative
Old Mutual : Starts 2020 With Two New Senior Appointments #OldMutual #Stock #MarketScreener https://t.co/GkV9wOoONq https://t.co/mQAVdMjNK3,neutral
Sterling stays close to six-year-highs after robust UK data,positive
"Analyst View: Market wrap for Friday, December 16",neutral
Taiwan Exports Plummet as Coronavirus Threatens Trade Recovery,negative
Crompton Greaves can go up to 136-144 levels: Mitesh Thacker,positive
"HDFC, ICICI will continue the good run: Sudip Bandyopadhyay",positive
"S&P 500 adds 9 points, 0.3%, at the open",positive
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,negative
Global stocks stutter at end of best week since June,negative
"Last week , however , Nokia announced that it will pursue a long-term relationship with Microsoft , and make the Windows Phone 7 operating system the foundation for Nokia mobile phones .",neutral
Luckin Coffee stock sinks after anonymous report alleges fraud https://t.co/elHwFb5IXA,negative
"Investors take cover amid Russia crisis, oil slide",negative
"Pantaloon, Shoppers Stop, Trent rally on FDI buzz",positive
Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .,neutral
"HDFC: Rate increases, falling demand may hit show",negative
"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",positive
Bourses ask cos to strictly comply with 'trading window' rules,neutral
Errors in prospectus: Coal India gives investors exit option until Oct 25,negative
"Saudi Aramco will probably soon exceed the $2 trillion valuation targeted by Crown Prince Mohammed bin Salman, acco… https://t.co/G9oJoK3nZb",positive
200 tonnes of gold to illegally enter India this year,neutral
"Mutual Fund Misfires of the Market - February 07, 2020",neutral
"RECAP 12/10 Unusual Calls:
$QSR Dec 67.5 C
$OXY Dec13 38.5 C
$CL Mar 75 C
$ARQL Apr 20 C
$LPI Jan 3 C
$JBLU Jan 20… https://t.co/Kg9YOYBDgF",positive
How Many China Mengniu Dairy Company Limited (HKG:2319) Shares Do Institutions Own?,neutral
Here’s the real difference between women and men when it comes to stock-market investing https://t.co/JeRWWQcSes,neutral
fi is developing cooperation in keyword advertising with Microsoft .,positive
AGCO Reports Fourth Quarter Results,neutral
Tremendous value in midcap companies; top 5 wealth-creating ideas for next 6-12 months,positive
Crude heads for weekly advance as coronavirus worries recede https://t.co/ajuzuzXNQt,positive
"$DAN - Dana Slogging Through Some End-Market Challenges, But The Longer-Term Outlook Is Better. Continue reading:… https://t.co/Yhw34F3a2O",neutral
HPE +2% as Deutsche sees growth story,positive
"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers .",positive
$EOD - Wells Fargo Advantage Global Dividend Opportunity Fund declares $0.14525 dividend https://t.co/e6SSlB3rhn,neutral
Boost Mobile founder offers to buy prepaid brand - CNBC,neutral
Did the Great Recession fundamentally change the housing market? https://t.co/6aFPhNCZo1,neutral
The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .,positive
"Billboard adding Apple, YouTube plays to Hot 100",neutral
Tyson Foods Q1 sales $10.82 bln vs. $10.19 bln a year ago; FactSet consensus $11.06 bln,positive
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",positive
3 promoters sell 54 lakh DB Corp shares for Rs 159.57 crore,negative
The StoneGate UTM solution offers protection against inbound and outbound attacks .,positive
Firstsource Solutions gains 68% on bourses in three months as business outlook turns positive,positive
"Goldman on jobs and the Fed: ""We do not see significant implications of today’s report for monetary policy, beyond… https://t.co/uscEeRjqA9",neutral
The measures result from weak demand in the shipbuilding industry .,negative
Is Global X SuperDividend U.S. ETF (DIV) a Strong ETF Right Now?,neutral
The acquisition price was not disclosed .,neutral
$TIF France's LVMH close to buying Tiffany after sweetening offer https://t.co/bL97SiEMkp,neutral
Total tops Q4 earnings outlook as production climbs 8%,positive
$ARWR - Arrowhead Pharma up 5% after Medicines Co. sale https://t.co/jT9j7V6AdL,positive
$AWK - American Water Works declares $0.50 dividend https://t.co/Y0bD5yT9lm,neutral
Costco price target raised to $330 vs. $320 at BofA Merrill Lynch,positive
3i Infotech: Sale of low-margin biz to help boost profitability,positive
Sectors that are likely to outperform in Samvat 2071,neutral
Growth more promising in midsize IT companies: Deven Choksey,positive
"IPO market lacklustre; no exciting issues lined up: Pramod Gubbi, Ambit Capital",neutral
Fetise.com raises $5 mn from SeedFund on ET NOWs Super Angels,positive
Dish TV Q4 loss widens over three-fold to Rs 149.05 crore,negative
Vijaya bank look okay in the PSU banking space: Devang Visaria,positive
Cement companies to benefit from peak construction season & strong demand,positive
JBML Q2 net profit jump two-fold at Rs 10.30 cr,positive
"OPEC and Russia have postponed a meeting to discuss #oil output cuts until April 9, sparking a price drop in overni… https://t.co/Akkcwcdv1d",negative
"In addition to the demand in Finland , the export of lining stone products also increased .",positive
Nalco Q1 net profit dips 41% at Rs 223 crore on higher fuel costs,negative
".@GitaGopinath: #COVID19 has pushed the world into recession. For 2020, the economic impact of COVID-19 will be wor… https://t.co/5zRk5aEX3G",negative
MCX managing director & CEO Vaish quits on health grounds,neutral
This is bad news for the barbeque season .,negative
Lamy names William Penn official distributor in India,neutral
"MANAVIGATOR-November 1 , 2010-Deal snapshot : SWEDISH PEAB BUYS EQUIPMENT RENTAL FIRM CRAMO Swedish construction company Peab AB ( STO : PEAB B ) announced the acquisition of equipment rental company Cramo Entreprenadmaskiner AB from Finnish group Cramo Oyj ( HEL : CRA1V ) .",neutral
AMC Networks price target cut to $35 from $39 at Imperial Capital,negative
Network 18 Media plans to raise funds via public deposits,neutral
Lifeblood of Amazon merchants threatened as coronavirus infects Chinese workers,negative
Averages end flat,neutral
"Also , a six-year historic analysis is provided for this market .",neutral
"36% of millennials polled say that they approve of communism, which is up significantly from 28% in 2018. https://t.co/WJJfbWU8hS",neutral
Marginal revision in Lupin's target price expected: Pankaj Pandey,neutral
Are Europe-focused funds a good bet?,neutral
The Unspoken Truth: What Impeachment Exposed About Trump and 2020 https://t.co/pYTYBcD55I,neutral
This Might Be A Short-Term Top (Technically Speaking For The Week Of November 18-22). Continue reading:… https://t.co/JK2IXApPNC,neutral
FDA OKs Zogenix's Fintepla for Dravet syndrome,positive
Communications Services Up As Investors Hedge On Media Industry's Prospects -- Communications Services Roundup… https://t.co/CRrZpS1Jqt,positive
Imagine Owning Prestige Consumer Healthcare (NYSE:PBH) And Wondering If The 25% Share Price Slide Is Justified,neutral
"Ross Stores Up Nearly 14%, on Pace for Largest Percent Increase Since November 2000 -- Data Talk #RossStores #Stock… https://t.co/5T7Zcu2Umm",positive
PSU banks top bet; Axis Bank looks good in private sector banks: Neeraj Deewan,positive
GlaxoSmithKline Pharma PAT seen up 16% at Rs 171 cr,positive
"China mulls waiving ethanol tariffs, re-routing Hong Kong trade - Bloomberg",neutral
The Group also has a strong global position in other fishing categories .,positive
Reliance Capital Q4 profit at Rs 267 crore,neutral
Dow Jones Industrial Average 8 points lower,negative
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,negative
"Australia shares drop to 5-week low on Wall Street fall, global tensions",negative
"More than 140,000 people died from measles last year, according to new estimates from the World Health Organization… https://t.co/hdvfswYuFA",neutral
The Protected Principal Retirement Portfolio: Preliminary Rebalancing - Part II. Read more: https://t.co/FqgNC2brWZ… https://t.co/4os0EzLBOA,neutral
"Analysis on the World's Cognitive Collaboration Market, 2019-2024 - Increasing Need for Mobility & Collaboration Dr… https://t.co/DWGHx4ruLX",neutral
"Economic Calendar Mon 11/25/19
via Econoday

Chicago Fed National Activity Index
8:30 AM ET

Dallas Fed Mfg Survey… https://t.co/v3TneMwixW",neutral
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .",positive
Sell Divi Laboratories Ltd with a stop loss of Rs 1711: Vijay Bhambwani,negative
"More Is Needed To Break Through: EZCORP, Inc. (EZPW), Gannett Co., Inc. (GCI) - TechnoRecorder",neutral
Commexes told to make base metals delivery-based,neutral
Oriental Bank of Commerce's Q1net profit up 3 per cent to Rs 365 crore,positive
IFC raises Rs 300 crore more from global rupee bond sale,positive
Caustic soda rises on industrial demand,positive
Alok Industries looking strong: Deepak Mohoni,positive
Rashtriya Chemicals and Fertilisers Q1 net profit up by 65 per cent,positive
Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .,negative
Private banks likely to face asset quality problems; expect poor earnings: Hemindra Hazari,negative
"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",neutral
SK Telecom reports FY results,neutral
"Hospitals may get a rerating, stocks rally",negative
"RBI buys bonds worth Rs 9,092.9 cr under OMO",neutral
It's sonorous! Metals fall on China jitters; Vedanta dives 10%,negative
$FATE: Fate Therapeutics presents new preclinical data for FT819 https://t.co/3Y3QOyRYbZ,neutral
Sell Asian Paints Ltd with target price of Rs 450: Mitesh Thacker,negative
The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .,positive
Spicejet extends monsoon offer; stock gains,positive
Australia shares fall as oil slump wallops energy stocks,negative
"Umicore reports 2019 profit beat on converters, recycling",positive
Mid-cap stocks attract fund managers this season,positive
TAKE Solutions slips 3% on revenue loss due to Chennai floods,negative
"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",negative
Allergan : Form 8.3 - -2- #Allergan #Stock #MarketScreener https://t.co/auV1AwcmcT https://t.co/HRDqybz3f8,neutral
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,negative
The devices also contains Finnair 's own application for compiling customer feed-back and ideas for product development .,neutral
$BAH - Booz Allen Hamilton Holding Corporation (BAH) CEO Horacio Rozanski on Q3 2020 Results - Earnings Call Transc... https://t.co/dNOLR4pBSn,neutral
Allowing foreign investment in stock markets helped economy :Eswar Prasad,positive
Gold extends losses for 3rd day on subdued demand; global cues,negative
Trulieve Reports Record Q3 Revenue,neutral
Stocks This Week: Buy Nike And Autodesk,positive
"Did Coal India offer for sale prevent Nifty from hitting 9,000?",negative
Cash Flow from Operations for the most recent quarter also reached a eight year low .,negative
National Oilwell Varco EPS of -$1.01,negative
Is Jazz Pharmaceuticals plc's (NASDAQ:JAZZ) CEO Paid At A Competitive Rate?,neutral
South Africa could fall deeper into junk territory after S&P cut the outlook on its assessment of the nation’s debt… https://t.co/ej4julbme6,negative
Beckhams’ business empire sees revenues drop 18% https://t.co/Vyukksr4NP,negative
Regulatory issues remain to be a major impediment for Vedanta Group,negative
$SFIX Bullish options flow and a nice setup. Breakout watch over 24.45 https://t.co/eiyX74lImP,positive
Changes in fundamentals makes Tata Motors sustainable: Prakash Diwan,positive
"The fair value of investment properties totalled EUR 2,299.9 mn , compared to EUR 2,229.5 mn in the corresponding period in 2009 .",positive
Industrials Down As Investors Await Dire Economic Data -- Industrials Roundup #economy #MarketScreener… https://t.co/7Dnu6o0wVI,negative
Highlight: 'When you look at what Amazon has built... it's this infrastructure and this user base... that allows them t... https://t.co/VuiDadXgcf,neutral
"Stock-index futures extend losses after jobless claims, producer price data",negative
The Maxim Integrated Products (NASDAQ:MXIM) Share Price Has Gained 100% And Shareholders Are Hoping For More,positive
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",positive
Gold futures decline marginally as rupee gains,negative
Hedge Funds Are Warming Up To Helix Energy Solutions Group Inc. (HLX),positive
Swiss investor adviser Ethos calls for Credit Suisse overhaul after spying,negative
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",positive
TBZ net profit rises 58% to Rs 18.49 crore in Q4,positive
Parts with passports: how free trade drives GM's engines,neutral
$LOW - Lowe's racks up another positive rating despite recession risk https://t.co/ekx4f6aqIK,positive
Amazon Teams Up With China Upstart for Black Friday Sale,neutral
"Hedge Funds Are Selling Greif, Inc. (GEF)",negative
Dozens of Chinese companies have defaulted on debt obligations even after Beijing launched one of the largest state-… https://t.co/UKyJtLOKLi,neutral
Neither of the companies use genetically engineered soy at the moment .,neutral
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,negative
Norwegian Air's January passenger income jumps,positive
There are near term issues with Infosys: IV Subramaniam,negative
OMC stocks are not very fundamental call: UTI AMC,negative
NFL stock tanks 5%; issue subscribed 24 pc in early trade,negative
Sanofi India stock likely to be re-rated on company's improving fundamentals,positive
"The engine has an electrical output of 18,321 kW , making it the largest gas powered generating set in the world .",neutral
Brent firms above $108 on Ukraine tensions,positive
London Stock Exchange : PMPs in Hawaii can now take on termites with Altriset from Syngenta #LondonStockExchange... https://t.co/Yo5VOdfuCu,neutral
Investors can give a miss to edible oil company NCML Industrie IPO,negative
$TEVA - Teva inks early-stage drug research deals https://t.co/yqK6GHv0Ff,positive
"As a result of the merger , the largest professional electronics and telecommunications technology contract manufacturing center in Finland will be formed in Sievi .",neutral
"Australia shares set for a strong start, tracking Wall Street",positive
"Airlines, Cruises, Theme Parks, Rental Cars, Casinos leading pre-market movers higher, the beaten down Travel-related names",positive
Era Infra bags Rs 329 crore contract; stock surges,positive
"Nordic American Tankers EPS misses by $0.04, misses on revenue",negative
UTV posts FY'11 consolidated net profit at Rs 135.47 cr,neutral
Asian Markets Slip as Trump Threatens Higher Tariffs,negative
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative
Sajid Javid to push for 'permanent equivalence' for City in Brexit talks https://t.co/ZYkqhJ6rPS,neutral
Jones Lang LaSalle Incorporated : JLL closes $15.15M sale of Charlotte-area retail buildin...… https://t.co/qyJtU6T2lW,neutral
Sell TVS Motors with stop loss of Rs 251: Sandeep Wagle,negative
"U.S. creates 225,000 jobs in January, unemployment rises to 3.6%",positive
Instadollars: 10 Celebrities Who Earn The Most Money With Instagram,neutral
HCL Tech surges over 4% after denial of $10-billion stake sale report,positive
"Considering selling your house to an iBuyer? You may earn 11% less than selling your house on the open market.

https://t.co/OBLJyDD8sV",neutral
Federal Reserve's December liftoff signals slap Asia FX; yuan down on SDR uncertainty,negative
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",negative
The solid fuel is heated before sludge is mixed therein . '',neutral
Lumber futures rally as producers cut output https://t.co/WsTaphOfvv,positive
"The Dow closed 26 points lower today, or 0.1%, after it was up over 900 points earlier in the trading session",negative
LogicBio -26% as FDA puts hold on LB-001,negative
Why This Is a Huge Win Against Prostate Cancer,neutral
Democrats need to realize that impeaching Trump may not accomplish anything at all https://t.co/3wm2QztpnQ,neutral
The resistance levels to watch as oil falls from its highest close in almost 12 weeks https://t.co/bJbf9pxUvs https://t.co/tkFMkH7AOS,negative
"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",negative
$TLRD - Tailored Brands: Crumpled Quarter Expected But Everything Will Smooth Out. Follow this and any other stock… https://t.co/KRhH7wkH9v,neutral
GMR Infrastructure Q1 net loss shrinks to Rs 429 crore,negative
Uninor narrows operating loss to Rs 107 cr in Apr-Jun quarter,negative
TV Today Network Q3 jumps 34.46 per cent to Rs 20.64 crore,positive
Margin calls in mid & small-caps pull indices Down; Sensex falls 323 points,negative
Heard on the street: Glodyne Technoserve soars on 3k-order,positive
Galaxy Surfactants withdraws IPO a day before its closing,negative
"$SUMRX: Asian Markets Close: Nikkei +0.8%, Hang Seng +1.5%, Shanghai +0.7% https://t.co/Z2UYTyWAwU",positive
IHS Markit sees U.S. GDP growth falling to 2.1% in 2020 from 2.5% in 2017-2019,negative
Cairn India falls on Vedanta deal delay,negative
"Brent climbs towards $101, pulls away from 16-month low",negative
- The Group - s result before taxes was EUR -1.9 ( -3.0 ) million .,negative
Europe’s Climate Moonshot Runs Into Instant Trouble Over Costs,neutral
Dotz Nano : Further request for voluntary suspension #DotzNano #Stock #MarketScreener https://t.co/lidytJ2fxm https://t.co/zqkHMHpbhz,neutral
"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .",neutral
$AQST (+13.1% pre) Aquestive Therapeutics (AQST) Confirms FDA Approval for Exservan Oral Film - SI https://t.co/v1NbWysR1p,positive
Who Gets Face Masks in a Pandemic? Politicians Aren’t So Sure,neutral
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,negative
Unitech Q1 dips by 53 pc to Rs 45.88 crore; no dividend for FY'12,negative
Highlight: Asahi Kasei Corporation Senior Executive Officer John Moyer on investing in autonomous driving and build… https://t.co/CAwyjxB6ay,neutral
Asia Stocks Open Mixed as Trade Details Awaited: Markets Wrap,neutral
"On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO .",positive
$GM: Deutsche Bank cuts to Hold https://t.co/7Fv1ZiFZBS,negative
Aquestive shares jump on FDA approval,positive
Landmark Partners pulls in $296m for sophomore infra fundraise,neutral
"A disclaimer from the fast food company says the burger is ""not vegetarian due to our cooking method,"" with the pat… https://t.co/4EyrjH6jcA",neutral
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive
Results: Digi International Inc. Beat Earnings Expectations And Analysts Now Have New Forecasts,positive
"Canada Goose Cuts Forecast on Coronavirus Impact, Shares Plunge",negative
Jimmy Choo IPO pricing values firm at up to $1.1 billion,neutral
Reliance Infrastructure appoints M S Mehta as CEO,neutral
"$SDRL - Seadrill: Another Debt Restructuring In The Making, But Don't Bet On Bankruptcy This Time. Read more and si… https://t.co/ggd501LE5q",negative
Earnings per share were at loss of EUR0 .24 .,negative
"Operating profit for the six-month period decreased from EUR111 .9 m , while sales increased from EUR1 ,275 m , as compared to the corresponding period in 2006 .",neutral
"Teollisuuden Voima Oyj , the Finnish utility known as TVO , said it shortlisted Mitsubishi Heavy s EU-APWR model along with reactors from Areva , Toshiba Corp. , GE Hitachi Nuclear Energy and Korea Hydro & Nuclear Power Co. .",neutral
Consistent performer HDFC Bank can be among top 3 holdings in any portfolio: Dipan Mehta,positive
$TENB - Cowen sees upside in TENB's Indegy purchase https://t.co/Ve7bTreR7Y,positive
Discom loan recast to power up shares of PSU banks,positive
"On Dalal Street, midcaps are the new bluechips; to gain most in case of recovery",positive
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,negative
Northern Star Resources : Appendix 3A.1 &ndash; Notification of Dividend #NorthernStarResources #Stock… https://t.co/1VwT4eGaXs,neutral
Asia stocks slip as China service data sours mood,negative
Tirupati Inks tanks 16 pc in debut trade on BSE,negative
"Opportunity awaits in many real estate companies; focus on Godrej, DLF: Deven Choksey",positive
$TAL - TAL Education -23% after fraud disclosure https://t.co/rj4urxOYLD,negative
Vishal Retail posts Q4 net profit at Rs 10.47 cr,neutral
AstraZeneca pegs back Britain FTSE after takeover snub,negative
Cardamom futures extend weakness on sluggish demand,negative
The program 's target is structural cost reductions of about EUR 30mn in 2009 .,positive
Wynn Resorts Announces Private Offering of $350 million of Wynn Resorts Finance Senior Notes due 2025… https://t.co/APEzFQKa7L,neutral
Hong Kong shares slip ahead of holiday as investors shift to China plays,negative
"Stocks near record highs, pound wavers before election result",positive
The project is expected to be completed in 2009 .,neutral
$AGIO (+2.3% pre) Agios Pharma higher amid new vorasidenib progress - SA https://t.co/UFqFZoyHTI,positive
Multi Commodity Exchange appoints Praveen Kumar Singhal as interim CEO,neutral
"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems .",positive
Amarin slips 3% on bearish coverage,negative
Stock Market Update: NAHB Housing Market Index ticks down in November,negative
Hilton Worldwide Q4 2019 Earnings Preview,neutral
"Why You Should Like Aena S.M.E., S.A.’s (BME:AENA) ROCE",positive
Norsk Hydro declares NOK1.25 dividend,neutral
BankFinancial Corporation Extends Share Repurchase Program  https://t.co/fCzGlh29Vj,neutral
Wockhardt slips nearly 4 per cent as Illinois unit comes under USFDA scanner,negative
"Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliveries",positive
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",negative
"Salo , Finland , 29 August 2006 - Benefon has today announced its plans to further strengthen its in-house technology platform , by licensing the complete mobile software platform , Opna , from its long-standing technology partner , Pollex .",positive
Monsanto India posts Rs 26 crore loss in September quarter,negative
Swedish man extradited to the US on $11m crypto fraud charges,neutral
Mangalore Chemicals surges as Deepak Fertilisers ups open offer price,positive
Did Business Growth Power Retractable Technologies's (NYSEMKT:RVP) Share Price Gain of 103%?,neutral
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,positive
Trump Impeachment Win Clears Path for Emboldened President,neutral
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",positive
Dr Reddys Laboratories slips as Sucampo files lawsuit,negative
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",negative
Sensex falls from days high; top 20 trading bets,negative
"T-Mobile names Mike Sievert CEO effective May 1, 2020",neutral
"Goldman Sachs prices 30-year, $974 million bond in Taiwan: Sources",neutral
"Some level of optimism exists in auto space with Maruti, Tata Motors: Vineet Bhatnagar",positive
US$51.00 - That's What Analysts Think Grubhub Inc. Is Worth After These Results,neutral
Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,positive
Boeing : Deliveries 24 Jets in November #Boeing #Stock #MarketScreener https://t.co/jtBrv76jG6 https://t.co/s9q1BEhwcC,positive
Bernie Sanders has unveiled a plan to expand broadband internet access as part of a push to boost the economy and r… https://t.co/ioo9NksE4f,neutral
$AGIO: Agios Pharma presents new phamacodynamic and response data from both cohorts of perioperative study of... https://t.co/BLj4lmvnRJ,neutral
"Bluestar: Low costs, rise in other income help post better profit",positive
"UBER, NLOK among premarket gainers",positive
Foreign investors navigate turmoil in Chinese markets with new playbook,negative
Bayer asks California court to reverse $86 mln Roundup cancer verdict,neutral
Jubilant FoodWorks Q4 net down 24 per cent at Rs 25 cr,negative
"Gold down 1 per cent, hits 8-month low on weak physical demand",negative
Dhanuka Agritech Q2 net down 9% at Rs 37.72 crore,negative
NSE takes Renuka Sugars' 5% stake in NCDEX,neutral
Grasim preferred pick among cement names: Ambareesh Baliga,positive
Efforts to save South African Airways by placing it into bankruptcy protection hit a snag https://t.co/ptXgcTsac7,negative
Will Adobe Continue Top Line Growth In FY 2020?,neutral
Tobacco stocks surge up to 13% on reports of cigarette price hike,positive
"Large cap IT stocks stable: Jitendra Mehta, Edelweiss",neutral
"LIVE: Fed Chair Jerome Powell speaks on today's decision to hold rates ▶️

https://t.co/Wfg74SaImY",neutral
"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .",positive
"Kotak Mahindra Bank can be bought: Ashwani Gujral, Market Strategist",positive
Bleak quarter seen for India Incs earnings growth amid low demand,negative
Edited Transcript of GGAL.BA earnings conference call or presentation 12-Nov-19 4:00pm GMT,neutral
Sylogist declares CAD 0.10 dividend,neutral
"Private Equity Won Big on Lululemon, and It’s Not Done Yet",neutral
"BAWAG - Is to issue a benchmark , covered deal .",neutral
U.S. job cuts double in January: Challenger,negative
Risks factored in; markets to remain upwardly-bound,positive
"Jan. WTI oil up $1.25, or 2.1%, to $60.43/bbl",positive
UK seeks big tariff reductions in U.S. trade deal,neutral
Exit Bajaj Auto on raillies: Ashwani Gujral,negative
$MATW - Matthews International Corp: Weak Growth And High Debt To Weigh On Sentiment. https://t.co/Cks6a2qvFE #markets #finance #trading,negative
Curaleaf Q3 top line up 27%; non-GAAP EBITDA up 169%,positive
Virtusa to retain Polaris listing on Indian bourses,neutral
"Gold is going to $2,500, $3,000 an ounce: investment expert https://t.co/hlkzcR2CaY https://t.co/74Nz6TV9Qn",positive
Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,neutral
Varun Shipping FY11 profit up 17.45 pc at Rs 14.74 crore,positive
Mentha oil falls 0.58 per cent on profit-booking,negative
$JE - Just Energy reports lower than expected Q3 Base EBITDA and free cash flow; revises 2020 guidance https://t.co/JT06Kd3sDQ,negative
"Overweight on the HDIL: Param Desai, Angel Broking",positive
Samenvatting: Transphorm’s GaN gebruikt de nieuwste Power Supplies van AES voor grote passagiersvliegtuigen,neutral
"$AHC - A. H. Belo halves dividend, cuts capital spending to below $1M https://t.co/Umq8VBgJaZ",negative
Expect Pidilite to see revival in volume growth in FY17: Amit Khurana,positive
Cadila a significant bet among pharma stocks: Gajendra Nagpal,positive
"Gold is going to $2,500, $3,000 an ounce: investment expert https://t.co/Kc41XEEQLH https://t.co/dyXrizEju8",positive
What Kind Of Shareholders Own PEDEVCO Corp. (NYSEMKT:PED)?,neutral
Gold's safe-haven gains from Greece fizzle on robust dollar,positive
"IVRCL: Debt pile, slow progress of projects weigh down the company",negative
Buying metal stocks tend to be fairly risky: Nine Rivers Capital,negative
OPEC price war in Asia intensifies as oil falls below $50,negative
"Mitch McConnell says voting on the USMCA won't happen next week. 

""That will have to come up, in all likelihood, r… https://t.co/rjqIpJPU3i",neutral
