News Headline,Sentiment
"Demand seems to have hit bottom now , and some signs of improvement can be seen .",positive
Trump Fed nominee Shelton apologises for likening currency forger to Rosa Parks #economy #MarketScreener… https://t.co/jz4YDJrpPF,neutral
"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",neutral
JBM Auto Q1 net profit soars 60 per cent,positive
R Neelakantan returns to SpiceJet as chief financial officer,neutral
From fragile five to two good: Dollar flexing muscles but rupee is fit too,positive
Thai shares rebound; Indonesia at 11-month highs,positive
Is Lexington Realty Trust (NYSE:LXP) A Good Stock To Buy?,neutral
Ford and McDonalds are teaming up to create car parts out of coffee beans https://t.co/HZOpOUPKJh,neutral
"Nokia controls more than 50 percent of phone sales in India and Africa , and has a strong prosition on most other emerging markets .",positive
Stock Market Update: WTI crude falls 3% amid concerns about oversupply,negative
JPMorgan Chase CEO Jamie Dimon said he sees a 'bad recession' in 2020. More here: https://t.co/YZkgXZzJUx https://t.co/6YDSlmQArh,negative
Company logos vanish from Prince Andrew's website as sex scandal grows,neutral
Maize futures decline Rs 58 on weak spot demand,negative
International Finance Corporation raises $100 million in maiden onshore Maharaja Bonds,positive
"Hedge Funds Have Never Been This Bullish On Western Midstream Partners, LP (WES)",positive
Schitt's Creek Pop-Up Shop,neutral
"Investors see growth in stocks, shunning Russia",neutral
Assembly Bio down 6% premarket on pricing public offering,negative
Gold has surged this year thanks to the trade war and rate cuts. Analysts say 2020 may bring more rewards.… https://t.co/t85Oydg8Bl,positive
Weebit Nano : Leti test results show efficiency improvements #WeebitNano #Stock #MarketScreener… https://t.co/vcVPWljJat,neutral
U.S. consumer debt rose more than forecast in October https://t.co/854qz3rA4V,positive
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",negative
"Temporary lay-offs , affecting the entire workforce , will also be implemented .",negative
"NBFCs look good from macro perspective, but stay selective: Amit Khurana",neutral
"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .",neutral
Okta -2% on valuation downgrade,negative
Oil prices extend losses in Asian trade,negative
Government data showed hiring saw the biggest surge in 10 months in November. Employers added a much stronger-than-… https://t.co/vGvxANUBQE,positive
The number of bodily injury cases quadrupled in 2000-2006 .,negative
Vijaya Bank Q4 net dips 29% to Rs 97 crore,negative
Cognizant Q3 profit at $397.2 million; raises full year revenue guidance to at least $12.41 billion,positive
Goa Carbon posts Rs 8.03 cr profit for Q4 FY14,neutral
"Stocks of PSBs may correct 3-7% on weak results, buy on dips: Mehraboon Irani",negative
The ` buy ' recommendation was reiterated .,positive
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",negative
Nieuwe vice president supply chain benoemd bij Viking Malt Group,neutral
BAML warns of profit pressure for Hormel,negative
Americans are taking a long time to get married: https://t.co/NA3FHFkNXC,neutral
Guargum prices rise in futures trade propelled by strong markets,positive
"Once we have more clarity about the new coronavirus outbreak, expect interest rates to rise, says Quicken Loans CEO… https://t.co/OOv4bsPKpX",neutral
Crombie Reit declares $0.07417 dividend,neutral
HEG shares surge 10% as Q1 results surprise,positive
IDFC's Q3 profit rises 10% at Rs 500 crore,positive
Emami slumps 6% post 33% decline in Q2 net profits,negative
"Essar Oil slumps 6.4 per cent, below delisting floor price",negative
��🇰 Hong Kong’s pro-democracy candidates won an overwhelming victory in district council elections on Sunday after m… https://t.co/XMf6MwQRp5,neutral
Strong Breakout To New Trend High For EUR/JPY Points To Further Upside,positive
"Amidst commodity boom, vanilla remains plain vanilla",neutral
"Indicators pointing downwards, Nifty may break below 5,970 levels: Mitesh Thacker",negative
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",neutral
The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share .,neutral
Taiwan Exports Plummet as Coronavirus Threatens Trade Recovery,negative
"$SPX When everybody thinks the world is coming to an end, this happens.... nice breakout :) eh eh eh https://t.co/H353NvoTJY",positive
4G allows customers to use mobile broadband services with speeds up to ten times higher than with today 's 3G .,positive
$VIAC: Barrington Research cuts to Mkt Perform https://t.co/7Fv1ZiFZBS,negative
Asian stocks mixed after Wall Street records,neutral
Dollar sinks deeper in Asia on low US bond yields,negative
"Heidelberg Cement: High costs, weak realisations tell on Sept nos",negative
"Shilpa Shetty, Raj Kundra snap up defunct Hindusthan Safety Glass Industries",neutral
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",positive
Improved macros to save Rupee from Greece lightning,positive
Candidates Make a Final Push in New Hampshire,neutral
AstraZeneca Pharma surges on strong Q4 results,positive
"However , the production is almost entirely very labor intensive and based on small investments only .",neutral
Judge will not force Uber to convert drivers to employees,positive
"$SSL - Sasol warns of 20% profit drop, secures new debt agreements https://t.co/Qw6VMHkhCo",negative
Electrolux to incur $70 million charge for U.S. overhaul,negative
"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",positive
Wonderla Holidays files Draft Red Herring Prospectus with SEBI for IPO,neutral
REITs not an immediate game changer for realty mart,negative
Consumption stocks and midcaps the weakest sectors: Ashwani Gujral,negative
"The decision of Tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company .",neutral
The upgraded factory is scheduled to come on stream in the summer of 2008 .,neutral
EU Trade Commissioner Phil Hogan says a political agreement on the shape of a new trading relationship with the U.K… https://t.co/TrAWPGQl0L,positive
Cumberland Pharmaceuticals stock price target cut to $9.00 from $12.25 at B. Riley FBR,negative
Tax-free bonds regain demand in the secondary market,positive
"H+_kan Dahlstr+¦m , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .",positive
"Glenmark, Aurobindo should be part of core portfolio: Ajay Bodke",positive
Hedge Funds Are Betting On Aduro BioTech Inc (ADRO),positive
"Nickel succumbs to profit-booking, global cues",negative
Luckin Coffee share price may nearly double to $60 on U.S. exchanges: hedge fund Citron Capital,positive
Oppenheimer cuts estimates on Yum China,negative
Boost Mobile founder offers to buy prepaid brand - CNBC,neutral
Gujarat Pipavav Port's expansion plans to make it a major container hub; stock likely to rise,positive
Hilton Worldwide Q4 2019 Earnings Preview,neutral
 Innodisk Group Strengthens AIoT Vision with Sysinno Acquisition,neutral
Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,positive
"Mphasis continues rally post bright Q2 nos, change of directorate",positive
"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .",neutral
Novelis third quarter net profit jumps 3-fold to $46 million on new business model,positive
"Masoor, gram prices weaken on sluggish demand",negative
"Spike in government bond yield temporary, may soften soon: P Chidambaram",negative
S&P $SPY with 5000 June $319 calls opening in a $5M position as December $298 calls adjust,positive
"Hedge Funds Have Never Been This Bullish On Diamond Hill Investment Group, Inc. (DHIL)",positive
"Look at adding Infosys, TCS, MindTree and Persistent Systems on every dip: Ajay Bodke",positive
"The Federal Reserve is wading into the $3.9 trillion municipal-bond market. 

But the central bank still has more l… https://t.co/CVR76uG6LQ",neutral
"An extra $1 trillion to India's GDP by 2020 makes midcaps hot, say experts",positive
"FRIEDMAN INDUSTRIES, INCORPORATED ANNOUNCES CASH DIVIDEND  https://t.co/aExIvn2taL",neutral
"$BKE - The Buckle, Inc. (BKE) CEO Dennis Nelson on Q3 2019 Results - Earnings Call Transcript. Get more updates her… https://t.co/SpnZXsD2Cd",neutral
EaseMyTrip Files Rs 510-Crore IPO Papers With SEBI,neutral
"Upland Software Acquires Localytics, Raises Guidance",positive
"Dena Bank to raise Rs 2500 crore via bonds, bring down govt shareholding",neutral
8K Miles Software net profit surges 60% to Rs 2.76 crore,positive
"If global markets fall, 5300 on Nifty would be difficult: Deepak Mohoni, trendwatchindia.com",negative
Democrats by next Thursday could begin to draft the articles of impeachment against President Trump https://t.co/iy5tgpWUtp,neutral
$SIVR - SIVR Weekly: Spec Short-Covering More Than Offsets ETF Profit-Taking. Keep reading: https://t.co/loj6ZeIs4G… https://t.co/aVPpngWYd1,neutral
$COMDX: Energy Settlement Prices https://t.co/S8EisJPrxd,neutral
Palm oil eases after Greece rejects bailout terms,negative
"HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements .",positive
Coronavirus muddies U.S. economic data as business closures push down response rates https://t.co/GiDjLCZqKr https://t.co/7cgvSzJeM0,negative
Stock Market Update: WTI crude falls back below $50 per barrel,negative
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",negative
Canada Goose's stock tumbles 14% toward a 2-yr. year premarket after Q3 results,negative
BofA sees 'solid demand backdrop' for D.R. Horton in 2020,positive
"Munster Doubles Down, Says Apple Has 40% Upside This Year",positive
Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .,neutral
As a result some 20 persons will no longer be needed .,negative
State Borrowings Set To Surge In FY21 Amid Revenue Slowdown: ICRA,negative
"OMEO ( www.omeo.se ) employs 55 and expects net sales of some 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 .",neutral
GSF Accelerator inducts two partners Nishkaam Mehta and Sanjay Jain,neutral
"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",positive
"Stocks, FX slip lower as steep annual losses loom",negative
Lagarde Says ECB Running Out of Room to Fight Global Threats,negative
"Battered Sensex loses 630 points, corporate India doesnt see any signs of a pick-up",negative
$TOMZ - TOMI Environmental Solutions reports Q3 results https://t.co/QIkYqnVgBd,neutral
Ã‚Â Chegg Reports 2019 Financial Results and Raises 2020 Guidance,positive
Gur ends flat in thin trade,neutral
Hedge Funds Are Dumping Ocwen Financial Corporation (OCN),negative
Market Snapshot: Canadian crude oil is mainly exported to two regions in the United States #Stock #MarketScreener… https://t.co/OpUcd7ByDT,neutral
Curators have divided their material into eight themes .,neutral
"Barley futures hit upper circuit, climb 4 per cent",positive
Clarification on royalty payment likely to help Maruti in terms of pricing power: Prakash Diwan,positive
SHAREHOLDER INVESTIGATION: Halper Sadeh LLP Investigates Whether The Sale Of These Companies Is Fair To Shareholder… https://t.co/SPKfERlLfU,negative
8K Miles rallies 9% in a dull market,positive
$REPYF - Repsol's Excellent Opportunity To Buy In To COP's Alaska Development. Get more info on Seeking Alpha:… https://t.co/HMzTvHH94h,positive
Can't take more than 200 points view on the Nifty: Ashwani Gujral,neutral
Upside capped at 90 for Ramsarup: Siddth Capital,neutral
"In the short term, banking sector might not perform well: Prashasta Seth",negative
Euro zone yields bounce after Fed officials play down minutes,negative
Prism Cement reports Rs 62.34 crore net loss in Oct-Dec quarter,negative
"Break above 8,340 on Nifty can trigger 100-point rally on index: Mitesh Thacker",positive
Man Infraconstruction drops 4% on promoter stake sale,negative
Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,negative
"Warren Plans to Crack Down on U.S. Shell Companies, Tax Evasion",neutral
Trade Talk Euphoria Dominates But The Hong Kong Bill And Huawei Threaten To Upset The Apple Cart,neutral
South Korean won hits near six-year high after May current account data,positive
FIPB rejects HDFC Bank's proposal to increase foreign portfolio investment cap; stocks may lose weight,negative
"Is SiteOne Landscape Supply, Inc. (SITE) A Good Stock To Buy?",neutral
"Economic boost? Sensex, Nifty set for all-time closing highs",positive
"Freshdesk plans for IPO, readies for mobile era",neutral
Saunalahti is a part of the Elisa group .,neutral
Crompton Greaves can go up to 136-144 levels: Mitesh Thacker,positive
After a early morning mishap on $SPY $ZM taking control here with $BA $AAPL $AMZN. $SPY $ZM both would be wins now too.,positive
Varun Shipping FY11 profit up 17.45 pc at Rs 14.74 crore,positive
Central European Media reports Q4 results,neutral
Narayana Murthy to exit HSBC Holdings board as Director,negative
Yen strengthens ahead of US jobs report as investors push into safer assets,positive
$PKX - POSCO: Taking Patent Dynamics Into Account. Keep reading: https://t.co/edHOSGnhH8 #markets #economy #finance,neutral
Do not buy Capital goods stocks: Rajesh Jain,negative
Ulefos Group is the leading supplier of manhole covers in the Nordic countries .,neutral
Jeera futures rise on export demand,positive
"How are technological advances causing a boom in renewable energy? Find out in our new infographic, ""The Power Shif… https://t.co/gVDgEE6ArY",neutral
Menthol rises on fresh buying support,positive
Geojit BNP Paribas net profit for 2012-13 stands at Rs 82 crore,neutral
Healthcare Distribution Alliance Names Chip Davis President and Chief Executive Officer #Stock #MarketScreener… https://t.co/5eC2kq88Ou,neutral
"New for subscribers:  These stocks are 'good companies at better prices,' Morgan Stanley says… https://t.co/qJ9uZWNjKn",neutral
How Should Investors React To Select Medical Holdings Corporation's (NYSE:SEM) CEO Pay?,neutral
Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year .,neutral
Pramod Bhasin to head DLF's rental business,neutral
Cabot Microelectronics tanks on soft guidance,negative
"With investors steering clear, infra bonds by banks may see early death",negative
Bank Indonesia : The Republic of Indonesia Issues USD4.3 Billion Notes through SEC-Registe... #BankIndonesia… https://t.co/P1FoVdlj2k,neutral
Arun Katiyar joins One97 Mobility Fund as venture catalyst,neutral
The second mouse gets the cheese @JeffCooperLive https://t.co/kRVjlFDpgq,neutral
"Wall Street strategist is skeptical of Russia-Saudi 'dance,' says investors should wait https://t.co/tbWAyfVt5y",neutral
Every Bubble Eventually Finds Its Pin https://t.co/E3LesbBMP1,negative
Amazon sues over loss of Pentagon cloud deal to Microsoft https://t.co/8V4JiazrzH via @business https://t.co/sI3cF5Guz4,negative
$AIKI bouncing nicely.....,positive
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive
Nifty's worst New Year start since 1996; what experts are betting on,negative
Sintex Industries Q1 Net up 47.27 per cent at Rs 107.38 crore,positive
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative
Fears of regulatory checks drag SKS Micro down,negative
Wealthy investors may not profit from Muthoot finance issue,negative
"Most-active gold futures jumped 6.6% to $1,671.20 a troy ounce in New York. Silver, platinum and palladium all rose… https://t.co/aDRGg4L1ya",positive
"S&P 500 headed for a 67% downturn? Seems ‘preposterous’ now but so did similar pullbacks begun in 2000 and 2007, sa… https://t.co/a4vFwHt6n5",negative
Kirloskar Brothers posts Rs 19.7 crore profit in December quarter,positive
UPDATE 1-Saudi airline flynas in talks to exercise Airbus A320neo options,neutral
Infosys: Implied volatilty hits 5-year high as buyers queue up to puchase options ahead of results,positive
Over 5.6% stake in Dish TV pledged,negative
Festive time: Jewellery makers rally upto 48% ahead of Diwali,positive
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",positive
Sanofi India Q4 net down 44.22 per cent at Rs 51.7 crore,negative
"Asian Insurers Look More to Passive, Alternative Strategies: Broadridge",neutral
Everonn Education net profit up near 49% at Rs 67.63 crore,positive
Snowman Logistics can do well with a long term perspective: Neeraj Deewan,positive
"Acceleron Pharma : , Bristol-Myers Shares Up After New FDA Nod for Reblozyl #AcceleronPharma #Stock #MarketScreener… https://t.co/68mCkxdnn4",positive
Media important part of Sebi surveillance mechanism: U K Sinha,neutral
"Wall Street ends near flat after U.S., China announce trade deal",neutral
"""Tell your parents not to get their opinions on Facebook,"" @AOC says https://t.co/lohvEBe93n",neutral
Retailers may be able to expect a boost from Black Friday sales as consumer sentiment stays strong. Insights via… https://t.co/LHDwVskYGP,positive
"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",negative
Revised Mexican data paints an even bleaker picture of a stagnant economy https://t.co/It97z86YO1,negative
Here’s the latest on the 2020 presidential race and what to watch today https://t.co/U5CyPJT9wk,neutral
Alibaba's books close early in $13.4 bln Hong Kong listing -sources,neutral
"`` The bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group -- retail investors , '' Citycon CFO Eero Sihvonen said .",neutral
"Rosenblatt Projects 47% Downside In Apple Shares, Warns Of Drop In iPhone Production",negative
Why This Acquisition Could Be Huge for Collegium Pharma,positive
"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories .",neutral
Home Depot 3Q sales miss expectations,negative
RP-Sanjiv Goenka Group to begin new CSR initiatives,neutral
Chana futures extend losses on sluggish demand,negative
Air Water : Notice of Execution of the Business Transfer Agreement for the Acquisition of ... #AirWater #Stock… https://t.co/BgG7Fp4BcS,neutral
Finnish plumbing and heating systems supplier Uponor Corporation ( OMX Helsinki : UNR1V ) said on Tuesday ( 12 August ) that its board of directors has authorised the management to proceed with a company-wide cost reduction program .,positive
"The report profiles 158 companies including many key and niche players including major Nonwovens manufacturers such as Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI .",neutral
Jeremy Corbyn is a controversial leader even in his own party. Here's why https://t.co/iXYhL6ruuN,neutral
The volumes are expected to increase during the next few years .,positive
"Weekly GDP Nowcast: https://t.co/hSGXo6rV8j     
Q4 2019 1.2% 
Q1 2020 1.5%",neutral
"Prefer JK Tyre, Apollo Tyres among tyre names: Neeraj Deewan",positive
"Gillette to get costly, not a standard BT/ST call in long term: Jagdish Malkani",negative
"MDCO, TIF among premarket gainers",positive
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",negative
"Introducing Lannett Company (NYSE:LCI), The Stock That Tanked 80%",negative
Wall Street slips from record highs at open after jobs report,negative
"Money on the street: You could earn Rs 16,000 by betting on Bata futures",positive
"Voltas: Cost overruns, slowing orders dampen prospects",negative
Hong Kong Stocks Nearly Recover Post-Holiday Losses With Rally,positive
Chettinad Cement promoters hike stake to 94.48%,positive
Hindalco plunges as Q1 net profit shrinks 67%,negative
Doubt on Dalal Street: Sensex sheds 518 points as fast as a bullet train,negative
Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,positive
"Alarm bells across globe as China sinks, dollar tumbles",negative
White House adviser says UK's 5G actions won't hinder trade deal,positive
"Australian & New Zealand dollars vault vs pound, firm vs USD",negative
Still bearish on SKS Microfinance: Rajat Bose,negative
"Australian, NZ dollars off highs as global growth concerns resurface",negative
F&O tracker: Next support for Nifty seen at 8320 levels,neutral
Feels like 1986: Oil on track for longest weekly losing streak in 29 years,negative
Subhash Projects to raise Rs 300 cr via SPV stake sale,neutral
NIIT Tech reports over 70 per cent jump in net profit at Rs 68.2 crore,positive
"$KSS - Kohl's Valuation Is Attractive, Though I Worry About Dividend Safety. Read more and get updates on any stock… https://t.co/C8fh3jkbgx",neutral
Shares flirt with record highs on ECB easing bets,positive
Highlight: Asahi Kasei Corporation Senior Executive Officer John Moyer on investing in autonomous driving and build… https://t.co/CAwyjxB6ay,neutral
"Investors take cover amid Russia crisis, oil slide",negative
"U.S. economy is in a contraction, says Larry Kudlow, adding that it could reopen in four to eight weeks https://t.co/tgwRWgau7k",negative
Royal Dutch Shell plc Transaction In Own Shares #RoyalDutchShell #Stock #MarketScreener https://t.co/DNVHVucNPD https://t.co/M7c24H5Rts,neutral
"We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ''",positive
Just Dial rallies on launch of new search app,positive
UDR upgraded to overweight from sector weight at KeyBanc Capital,positive
We offer our customers solutions based on renewable raw materials .,neutral
Liberty Global PLC maintained as buy with $32 price target at Benchmark,positive
$SPY $AMTD $SCHW $TIF $LVMUY $MDCO $NVS $UBER $TNX $USDX $WTI $NIKKEI $HSCEI $SSEC $SENSEX $FTSE $DAX $CAC #China… https://t.co/AvdYzA6U7K,neutral
"Desalination can provide safe drinking water, but it also creates other environmental concerns like brine. Watch th… https://t.co/yLIMmQdmp5",neutral
Trump Offensive Leaves Iran’s Hardliners Ascendant as Poll Nears,neutral
$ACER - Acer Therapeutics: Upcoming Catalysts. https://t.co/vseXJ9e1nH #business #investing #markets,neutral
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,positive
Rolta India going through downtrend: Ashwani Gujral,negative
PSL posts marginal growth in Q1 net profit at Rs 14.81 crore,neutral
China shares in April post biggest monthly rise for the year,positive
Brent climbs above $108 on renewed Ukraine tensions,positive
"Edible oils up on millers buying, global cues",positive
Subex rallies nearly 5% on reports of buyout by global tech firms,positive
Boeing’s stock hit by NTSB recommendation of ‘more robust’ 737-700 redesign,negative
Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,positive
Applied DNA Sciences +6% premarket on FQ1 results,positive
Hong Kong shares post biggest daily loss in over 7 months,negative
$W - Wayfair +4% after BofA bump https://t.co/1eBOorogVC,positive
"What are the biggest economic or political risks in 2020? Former U.S. Economic Adviser Gary Cohn, Gro Intelligence… https://t.co/6uKws6RXJk",neutral
Solar power stocks rally upto 11% on Indo-US partnership on clean energy,positive
Supreme Industries Q3 net up 38.67% at Rs 75.83 crore,positive
Renewed global economy fears hit Asia markets,negative
Kellogg sees 2020 adj. currency-neutral EPS down 3%-4%,negative
Gold trades flat a day before Diwali,neutral
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,negative
"New Jersey closes most public parks, extends stay-at-home order as deaths surge https://t.co/O2hStuaOWn",neutral
Nickel futures down on subdued spot demand,negative
"Kesko pursues a strategy of healthy , focused growth concentrating on sales and services to consumer-customers .",positive
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive
$PSX $VLO $HFC - Phillips 66 cuts rates at Bayway refinery on weak cracks - S&P Global https://t.co/0sOtRQG5t5,negative
"MMTC-PAMP gold, silver coins stock sold out on Dhanteras",positive
SPARC net loss widens to Rs 9.40 crore in Q4,negative
Kudlow Says Xi Reassured Trump Trade Purchases Goal Will Be Met,positive
Two other sites will be included later on .,neutral
New Cortec PE fund biggest winner from latest Texas CDRS pension commitments,neutral
DCB Bank shares bounce back as lender revises expansion plan,positive
And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,neutral
Retail investors hit by intra-day drop in silver,negative
"NTPC, Bangladesh to sign MoU for 2 new projects of 1320 mw each: R S Sharma",positive
Existing investors should hold on to Eicher Motors' stock for long-term gains: Mayuresh Joshi,positive
"With China Markets Set To Re-Open, US Traders Are Ignoring Two ""Blatantly Obvious"" Issues https://t.co/PKyJYckZNo",negative
"China stocks jump, other Asian markets await Fed minutes",positive
155 stocks hit 52-week high as markets set new lifetime peaks,positive
State Bank of India rallies over 1% on fund raising plans,positive
Maruti Gujarat plans: Will small investors be shortchanged?,neutral
$FIZZ - National Beverage +4% as analysts keep scrambling https://t.co/JoctxfxaLB,positive
Is Sistema Public Joint Stock Financial Corporation (MCX:AFKS) Trading At A 47% Discount?,neutral
Boeing’s stock is headed for its 12th decline in the past 14 sessions,negative
Amara Raja Batteries Q2 net up 23% at Rs 123 crore,positive
Energy Pipeline Firm Takes $4 Billion Private Equity Buyout,neutral
Asset quality concerns persist for Indian Overseas Bank,negative
BT/ST call for Welspun Corp: Ashwani Gujral,positive
Textile stocks likely to remain under pressure: Vijay Bhambwani,negative
"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .",positive
Crisis Call: Amtek auto admits temporary cash flow mismatch,negative
"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .",neutral
$BONDX: Overnight Treasury Market Summary https://t.co/Klpw9jWgl7,neutral
Unichem Lab Q1 net up 9 per cent at Rs 36 crore,positive
Exxon Baton Rouge refinery fire threatens oil demand https://t.co/BwrixR2J8d,negative
"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",neutral
U.S. safety board chair criticizes Uber for 2018 fatal self-driving crash,negative
"Malibu Boats EPS beats by $0.25, beats on revenue",positive
Did the Great Recession fundamentally change the housing market? https://t.co/6aFPhNCZo1,neutral
"WTI Extends Losses After Unexpected Crude Inventory Rise, Huge Product Build https://t.co/OYinFBsrnc",negative
New York Times sees Q1 subscription revenue up in mid-single digits,positive
IDBI Bank to sell 5 per cent stake in National Stock Exchange,negative
Hedge Funds Have Never Been Less Bullish On Westlake Chemical Corporation (WLK),negative
ZEE announces closure of share buyback programme,neutral
"`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said .",positive
NMC Health : UK's FCA looking into NMC Health's disclosure of co-chair's stake being under... #NMCHealth #Stock… https://t.co/r1sAF1OqSD,neutral
Our purchase to pay solutions enable companies to gain visibility and control over business-critical financial processes .,neutral
"Q3 Results: India Inc.’s Revenue Contracts In The Worst Show In 16 Quarters, Says ICRA ",negative
"Tiger Global exits Just Dial, sells stakes for over Rs 430 cr",negative
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative
$KHC - Kraft +3% after sales update https://t.co/eAFo7YSXIl,positive
S&P 500 and Dow down 0.1%,negative
"Net sales will , however , increase from 2005 .",positive
HP is open to exploring bid from Xerox: RTR,neutral
Amkor Technology (AMKR) Surpasses Q4 Earnings and Revenue Estimates,positive
"Now , Nokia has announced the launch of Bicycle Charger Kit that is compatible with all Nokia phones that have a 2 mm charging interface .",neutral
$IPPLF - Inter Pipeline declares CAD 0.1425 dividend https://t.co/58SRq3PCMV,neutral
"$PSTI (+56.3% pre) Pluristem Reports Preliminary Data from its COVID-19 Compassionate Use Program, Treating Seven P… https://t.co/hke1zV8mkt",positive
$HON - Honeywell says MAX production freeze to hurt 2020 sales growth https://t.co/ADon2RBcIz,negative
Kudlow sees no signs U.S. economy is nearing end of the cycle,positive
"Arcil to pick stake in Spic, come on board",neutral
Bank stocks have to participate in rally to take market higher: Ashwani Gujral,neutral
Diamondrock Hospitality upgraded to sector weight from underweight at KeyBanc Capital,positive
"In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 .",neutral
"Considering selling your house to an iBuyer? You may earn 11% less than selling your house on the open market.

https://t.co/OBLJyDD8sV",neutral
Investors can expect long-term returns of as high as 30% from Nifty,positive
"Highlight: ""We have high confidence that we've seen what we call the internal low for the market,"" @suntrust Chief… https://t.co/DegDCWsxib",positive
Xander Finance appoints Rajeev Radhakrishnan as CFO,neutral
EID Parry posts Rs 103.08 cr loss for Apr-Jun,negative
Refined soya oil futures slide 0.50 per cent on low demand,negative
Nestle India shares down almost 2% after earnings disappoint,negative
"Sterling falls on new Brexit fears, stocks edge higher",negative
Dozen of sugar stocks hit 52-week highs on improving outlook,positive
Hedge Funds Aren’t Crazy About eGain Communications Corporation (EGAN) Anymore,negative
Home Depot's stock selloff a 78-point drag on the Dow,negative
JK Paper mulls pulp mill in South Asia; stock up,positive
Cimmco surges 10%; here's what the management says,positive
Tyson Foods Q1 EPS $1.52 vs. $1.50 a year ago,positive
Kodiak Sciences up 9% on positive early-stage KSI-301 data,positive
Piramal Enterprises Q4 net loss at Rs 311 crore,negative
South Africa could fall deeper into junk territory after S&P cut the outlook on its assessment of the nation’s debt… https://t.co/ESBc1kS0JG,negative
American Software downgraded to neutral from buy at B. Riley FBR,negative
