News Headline,Label
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",1
"The Russian government will contribute 20 % of the necessary funds , he said .",1
"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",1
"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",1
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,1
The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .,1
The share of the share capital of both above mentioned shareholders remains below 5 % .,1
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,1
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",1
The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,1
The shopping center will have a prime location right next to the Myllypuro metro station .,2
The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,2
"The StoneGate product family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing .",1
The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,1
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",1
"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .",1
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,1
The trade is in accordance with the agreement announced on 26 March 2008 .,1
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,2
The transaction is expected to be completed next spring .,1
The trucks feature an Eco Drive system - a fuel measuring tool which stores data particular to individual drivers .,1
The veneer and plywood industry in Sweden is quite small despite the raw material resources .,1
The writing and publication of Lemmink+Æinen - s history is a continuation of earlier collaboration between Antti Tuuri and the company .,1
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",1
"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .",1
This beauty is an updated version of her chichi loop shade launched in 2001 .,1
Through this transaction we are able to participate in developing the industry .,2
"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .",1
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",1
Tracker G400 is a GPS collar for hunting dogs allowing to monitor the dog 's position and movements with a map application for mobile phones .,1
Ulefos Group is the leading supplier of manhole covers in the Nordic countries .,1
"Upgrades include a five megapixel camera , voice control , and what looks to be an optical mouse instead a D-pad -- an upgrade click-happy S60 has needed forever .",2
UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,2
Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company .,1
Uponor maintains its full-year guidance for 2010 .,1
"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .",1
"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",1
We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,1
"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board .",2
Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,1
What would you like to see changed on Nokia 's next attempt ?,1
"When completed , the 120-meter Watchtower will be the highest building in Ireland .",1
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",1
"With the Basware Connectivity services , companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice .",1
"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",1
You are warmly welcome !,1
Approval by shareholders of Cencorp in accordance with Finnish law .,1
"Tikkurila has an interesting growth strategy , which we support .",1
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,1
"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .",2
` The investment in Matka-Vekka has been reasonable for investors in CapMan funds . ',1
"`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia .",1
"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",1
`` I warmly welcome Michael Frei to Outotec .,2
`` Nokia is just interested in bring Nokia to the market . '',1
`` Our aim is to understand different traffic patterns based on the use of each building .,1
`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,1
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,1
`` Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion . '',1
`` Small well targeted acquisitions have played an important role in executing Satama 's strategy in the past couple of years .,1
`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,1
"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .",2
"`` The bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group -- retail investors , '' Citycon CFO Eero Sihvonen said .",1
`` The CHF is a great product .,2
`` The flex is a small price to pay for happy lenders . '',1
"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",1
"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",2
"`` Tom Doring has a long and successful career in the drives business , and he knows the American market .",1
"`` We have significant experience in smartphone functionality , in the development of mobile Internet services , and in uniting the two into a smooth user experience .",2
`` With this new version it is very important for us to introduce a BIM process that is based on the detailed building information model .,1
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,1
"3G data subscribers are also helping to maintain these growth levels , since data-only subscriptions push for more multiple SIM ownership .",1
6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,1
A CUT ABOVE Bring the outdoors in with these birch-branch coasters .,1
"A downloadable instruction sheet , instructional video , and project ideas for the award-winning Everywhere Punch TM Window System can be found at www.fiskars.com .",1
A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland .,2
A PLUMBING business has announced it is sponsoring a professional darts player .,1
A realignment of interests in the sector is clearly under way .,2
"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",1
Estimations indicate that even up to 170 different tablet computers or reading devices will be available in 2011 .,1
"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",2
"After piloting , the instrument will be further developed according to the experiences gained .",1
"And when it has lifted the veil on the various types of customer for which it designs its phones , the result is social stereotyping taken to a fine art .",1
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,1
As an overall effect of the above-mentioned measures Glaston will recognize non-recurring expenses of EUR 12 million in the fourth quarter of 2008 .,1
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,1
"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .",2
"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",1
"Back then , Tikkurila 's former owner , Finnish chemicals company Kemira Oyj HEL : KRA1V , distributed an 86 % stake to Kemira shareholders to facilitate the divestment and listing of Tikkurila .",1
"Based on negotiations with personnel , some 20 % have indicated their willingness to move to the new location .",1
BG Crane has a strong customer base in the on-road load handling and related installation and service businesses .,1
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,1
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,1
"Cathay Forest 's strategy is to develop sustainable , regenerative forest assets .",1
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,1
"Chargers manufactured under the new platform are suitable for mobile phones , navigators , digital cameras , Bluetooth head sets , media players and other electronic devices .",1
"com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis , '' says Matti Leminen , President of Anttila Oy .",2
"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",1
Customers in a wide range of industries use our stainless steel and services worldwide .,1
Delivery will start immediately in June 2008 and will be completed in 2008 .,1
"Demonstrations of the broad capabilities of the Mobility Business Suite will be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th .",1
Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .,1
Elisa will expand the use of this technology provided the pilot proves successful .,1
"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",1
Europe needs 17 new large paper machines .,1
Exel wants to serve its industrial customers with individual products .,1
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",1
"Finnish diversified holding company Aspo Oyj said on September 8 , 2008 that it will sell the Finnish tape business of its Kaukomarkkinat unit to local Oy Telpak Ab .",1
"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",2
"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",0
"Following the impact , the Altima hit a utility pole , causing a live electric line to fall onto the roadway .",1
From Merisatama to the far corners of the world Asfaltti Osakeyhti+¦ Lemmink+Æinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,1
"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",1
"Further concrete cooperation is also carried out through various projects , doctoral theses and diploma dissertations .",1
"Furthermore , the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars .",1
"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",2
He is resting comfortably and is looking forward to getting back to work . '',1
"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",1
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",1
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",1
"In addition to supplying a new headbox and a modern sizing and coating unit , Vaahto Group will provide erection supervision , training and start-up services .",1
"In Finland , Martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance .",1
"In Finland , the corresponding service is Alma Media 's Etuovi.com , Finland 's most popular and best known nationwide online service for home and property sales .",1
"In Penttil+Æ 's vision , the most important reason for the transaction is Russia .",1
"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said .",2
"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",1
"In the Baltics , the merger of the businesses of the two is expected to be completed in early 2008 .",1
"In the next few years , the ICT sector 's share of electricity consumption will be raised by the increase in the popularity of smartphones .",1
"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .",1
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,1
"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",2
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,1
"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",1
"It is the last smartphone running Maemo 5 , which is to be replaced with MeeGo , a joint project between Nokia , Intel and the open source community .",1
"It makes a wide range of mobile devices with services and software that enable people to experience music , navigation , video , television , imaging , games and business mobility .",1
It offers advanced machinery maintenance and process development services to the pulp and paper industry in Northern China .,1
"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",1
"It s an area that is highly valued , because most of the land there has already been built on .",1
"Kaido Kaare , general director for Atria Eesti , says the company 's investments in the upgrade of the pig farms surpass EEK 150mn EUR 9.59 mn USD 14.19 mn in the past years .",2
"Kaukopartio Oy has acquired specialized knowledge in Far Eastern operations , and industrial sourcing services are their core competence .",1
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,1
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",1
"LONDON ICIS -- Tikkurila has completed the sale of its powder coatings business to Finnish industrial coatings firm Teknos Group , the Finland-based decorative paints company said on Wednesday .",1
The fine print is here .,1
M. and a Master of Business Administration MBA .,1
Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces .,1
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,1
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,1
NetCom expects to complete Turbo 3G deployment in these areas this year .,1
"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",1
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",1
"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",2
Nokian Tyres ' tyres are considered genuine winter tyres in Russia .,1
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",1
"On the other hand , Finnish sawmills ' production has decreased even more .",0
"One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space .",2
"One of the opportunities would be to bring all Baltic meat processing to Rakvere , like processing was concentrated at the Vantaa meat-packing unit in Finland , the paper wrote .",1
"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",1
"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",1
"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",1
Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,1
Pharmaceuticals - Belgium This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Belgium .,1
Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .,1
Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .,1
Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,1
Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .,1
Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .,1
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",1
"Pulkovo park will be ready in 2016 , its first stage of 23,000 sq. m. will be finished in the first quarter of 2010 .",1
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,1
"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .",1
"Remote Phone Management demonstrates SysOpen Digia 's unique end-to-end offering for operators , handset manufacturers and enterprise customers .",1
"Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .",2
"Reporting in accordance with the merged business operations will start as of January 1 , 2011 .",1
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,1
Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,1
Ruukki is restructuring commercial and industrial construction operations in pursuit of permanent improvements whilst adjusting operations to market conditions .,1
s already good position in the technical building services market in Ostrobothnia .,1
"S Group 's loyal customer magazine Yhteishyv+Æ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",1
"SCOPI Chief Business Excellence Officer , Eng .",1
"Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures .",1
"Stora Enso Oyj said Friday it will sell its North American unit to NewPage , in a deal valued at euro1 .82 billion US$ 2.52 million .",1
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',1
"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",1
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",1
"Tekla 's software solutions make customers ' core processes more effective in building and construction , energy distribution , infrastructure management and water supply .",1
Tekla will implement the renewal in software versions which will be introduced in spring 2011 .,2
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",1
The aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,2
The aim is to develop open-source application solutions .,1
"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .",1
"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",1
The annual Thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .,2
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",1
The board of directors also proposed that a dividend of EUR0 .20 per outstanding share be paid .,1
"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",1
"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",1
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",1
"The company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding .",1
The company had hoped the new plant would be on stream by the end of 2008 .,1
"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",1
The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .,1
The company 's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations .,2
"The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively .",1
"The company said production volumes so far indicate the circuit is capable of the targeted output rate of 60,000 tonnes per day , or 22 million tonnes a year .",1
"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",1
"The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .",1
"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",1
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",1
"The contracts awarded to date , in connection with the system , amount to a total EUR 36 million .",1
The corrected chapter is in its entirety below .,1
"The deal , already approved by shareholders , will be carried out in the first half of 2011 .",1
The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .,2
The deal was worth about EUR 1.2 mn .,1
"The device offers multimedia performance along with a host of productivity applications , including live stock prices .",1
The event can also be viewed as a live audio webcast at www.ahlstrom.com .,1
The event can also be viewed as a live webcast at www.cargotec.com .,1
The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .,1
The GeoSolutions team further provides an intriguing new technology combining GPS and Mobile-based technologies together with Internet-based social networking .,1
The investment will be worth approximately EUR 100mn .,1
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,1
"The most important export markets are Norway , Germany , Russia and France .",1
"The most loyal customers were found in the Bank of +_land , with an index of 8.0 .",2
"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .",1
"The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming .",1
The number of customers is one of the most important parameters in determining the price of electricity networks .,1
The order was valued at over EUR15m .,1
The order was valued at USD12 .2 m.,1
The order was worth EUR 8mn .,1
The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 .,1
"The outsourced Scan and Capture solutions transfer paper invoices into electronic format , and Basware Business Transactions Service allows the customer to receive and send invoices in an electronic format .",1
"The parties have also agreed that L+Ænnen Tehtaat has the right to sell the remaining shares in Suomen Rehu to Hankkija-Maatalous 15 months after the purchase of the majority holding , at the earliest .",1
The pipeline is strong .,2
The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy .,1
"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",1
"The record date for dividend distribution is March 14 , 2008 .",1
"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",1
The second-quarter net sales are expected to be on par with the first quarter of 2009 .,1
"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",2
The solid fuel is heated before sludge is mixed therein . '',1
"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .",1
"The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 .",1
"The terms of the financing were approved by the Annual General Meeting of the Company held on June 30 , 2010 .",2
"The total donation amount is EUR 1,115,000 .",1
"The total investment necessary will be EUR40m , the company estimated .",1
The total project duration is three years and it is valued at some EUR11 .5 m.,1
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",1
"The transaction , which includes US$ 1.5 billion euro1 billion in cash , vendor notes and share purchases , is expected to be completed in the first quarter of 2008 , the Finnish-Swedish paper maker said .",1
The upgraded factory is scheduled to come on stream in the summer of 2008 .,1
The uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals . '',1
"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .",2
"They are responsible for their own operations , customer relationships , and the development of these .",1
This allows devices such as mobile phones to become a few millimetres thinner .,1
"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",1
This is the first time Finnair has been awarded an agreement with the UK government .,2
This organization will assume the responsibility for operations in Russia .,1
This PC application allows users to copy files and other data from their Nokia mobile device to their computer as well as create backup content .,1
Three students from Universiti Sains Malaysia have won a study trip to Helsinki .,1
"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .",1
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",1
Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,1
"To achieve synergy targets related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance activities currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina .",1
To raise consumer awareness and encourage people to recycle their old mobile devices Nokia runs regular recycling campaigns around the world .,1
"To see more of New Haven Register , or to subscribe to the newspaper .",1
"To showcase our end-to-end capabilities at the Mobile World Congress , we arranged an internal MeeGo application development competition to entice developers to create new applications .",1
"Today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them .",1
Together they generate Aspo 's goodwill .,1
"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow .",1
UNC Charlotte would also deploy SSH Tectia Connector to enable secure application connectivity .,1
UPM-Kymmene has generated four consecutive quarters of positive Free Cash Flow .,2
UPM-Kymmene has generated seventeen consecutive quarters of positive Cash Flow from Operations .,2
UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA .,2
"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",1
"Wayne Greensmith , Fiskars Brands UK senior brand manager , said : `` We have launched this as we want to give something back to the community .",1
"VDW combined with LXE devices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions .",2
"We can choose the most efficient , best overall value option for our customers already at the bidding stage .",2
We make available the following brand-new market analyses : Cement - UK Cement - Poland Cement - Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries .,1
We make available the following brand-new market analyses Cement - Pakistan Cement - Malaysia Cement - Taiwan Cement - Philippines These analyses give a clear overview of the actual situation and future outlook of the cement industry in some Asian countries .,1
"We serve a broad range of customers , including construction and process industries , shipyards , the public sector and households .",1
"We went to the market with yield guidance of the 7.25 % area , which gave us the flexibility to go up or down by 1-8th .",1
"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .",1
"When new types of network elements are added to the network , the conversion file is updated by adding the information required for converting the message format of the new network element type to the format understood by the management system .",1
"When open next year , it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat .",2
"Via the plant , the Belgian company will feed 8.4 MW of electricity into the distribution grid and will be able to deliver up to 14 MW of heat .",1
Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe .,2
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",1
Finnish plumbing and heating systems supplier Uponor announced a company-wide cost reduction program in August 2008 .,1
Finnish plumbing and heating systems supplier Uponor Corporation ( OMX Helsinki : UNR1V ) said on Tuesday ( 12 August ) that its board of directors has authorised the management to proceed with a company-wide cost reduction program .,2
"A Flurry Analytics spokesperson said that , as it was only measuring Windows Phone 7 data for some weeks , the firm double-checked the data to make sure the 66 per cent rise was not an aberration .",1
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",0
"Employing 112 in Finland and 280 abroad , the unit recorded first-quarter 2007 sales of 8.6 mln eur , with an operating loss of 1.6 mln eur .",0
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",0
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",0
"IT services firm TietoEnator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains .",0
"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",0
"Several large stocks tacked lower , however .",0
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",2
Sales of mid-strength beer decreased by 40 % .,0
