News Headline,Sentiment
"IMF Likely To Downgrade India’s Growth Forecast Significantly In January, Says Gita Gopinath",negative
"NTSB cites Uber, driver in fatal crash",negative
Volaris reports 18.4% growth in January traffic,positive
Bafna Pharmaceuticals proposes to raise funds,neutral
Nestle India recovers after slipping 5%; Global CEO says Maggi safe,positive
Oil - The Shale Treadmill Is Going To Be A Thing Of Beauty. https://t.co/Efdq6nuU9b #stockmarket #economy #investing,positive
These restrictions do not apply to statutory dividends .,neutral
Five reasons why Sensex fell 360 points,negative
Kodiak Sciences up 9% on positive early-stage KSI-301 data,positive
Ramirent is a leading company in machinery and equipment rentals for construction and industry .,positive
"M&M, Tata Group eyeing defence sector for long-term growth opportunities: Vikas Khemani",neutral
"China, Eurozone tremors shake indian blue chips, domestic worries spark fears of FIIs exit",negative
"Hedge Funds Have Never Been This Bullish On Western Midstream Partners, LP (WES)",positive
The value of the contract is EUR 25mn .,neutral
DLH Holdings maintained as buy with $7 price target at Canaccord,positive
"Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % .",positive
"“Vaping is taking us backward,” CVS Health CEO Larry Merlo says. “Something has to be done.” https://t.co/CwxbCtXvWW https://t.co/NBv10IejXx",negative
Sistema chairman Vladimir Yevtushenkov's house arrest sends stocks crashing,negative
China yuan set for biggest weekly loss in two months,negative
FIPB allows IndusInd Bank hike FII limit to 74%; stock rallies,positive
"Jet-Etihad deal: Taking 'control' in listed firms would need open offer, says Sebi",neutral
Vaswani Industries IPO over subscribed 3.87 times on final day,positive
Mustard seed futures slip on selling pressure,negative
OPEC and Russia postponed a meeting that could end a price war and reduce a supply glut that has driven oil futures… https://t.co/FfJ65bScoJ,neutral
"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said .",positive
LIC Housing Q2 Net rises 10 per cent at Rs 341 crore,positive
"Stock market live Wednesday: S&P 500 erases coronavirus sell-off, Tesla's 2nd worst drop ever - CNBC",positive
$AAPL (+0.2% pre) Apple to expand operations in India: IT minister https://t.co/1DmAytdTR0,positive
Why is gold lower on the day? https://t.co/5F3GjdTMZU,negative
"Stora Enso Oyj said Friday it will sell its North American unit to NewPage , in a deal valued at euro1 .82 billion US$ 2.52 million .",neutral
Natural Gas Price Fundamental Daily Forecast – Early Weakness as Forecasts Indicate Return to Seasonal Temperatures,negative
"$GLD $IAU $PHYS - Gold creeps towards $1,600 as market jitters rise https://t.co/2pJU2fk8cl",positive
World stock markets slip as buying fervor cools,negative
"Cameco EPS beats by $0.13, misses on revenue",neutral
Fed Chairman Jerome Powell says central bank 'watching carefully' as firms brace for wave of missed mortgage paymen… https://t.co/mBzYyHmCrW,neutral
$NSSC: Napco Security Systems sees Q3 revs below consensus https://t.co/UllrqyQtlU,negative
Aviation stocks plunge as rupee tanks to all-time low,negative
Yum Brands -3% after profit miss,negative
21Vianet Group misses on revenue,negative
GEE : Announces Untimely Death of President George A. Bajalia #GEE #Stock #MarketScreener https://t.co/vSKEbo7mwW https://t.co/WQrm5xbNYK,neutral
"Equity Residential : Up Over 9%, on Pace for Largest Percent Increase Since August 2011 --... #EquityResidential… https://t.co/KwqSHHFnt2",positive
"This new deal has strengthened the partnership from Telemig Celular and Tecnomen , which it has started since the beginning of Telemig 's prepaid operations .",positive
$MYO off $SONN low float mania is back !!!,positive
What Kind Of Investor Owns Most Of North American Construction Group Ltd. (TSE:NOA)?,neutral
"Should You Buy Lee Enterprises, Incorporated (LEE)?",neutral
"The flagship will open this fall in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .",neutral
"Rising gold lifts coin, gold loan demands",positive
Medium sugar advance on better demand,positive
"BJ's Wholesale beat profit expectations, but misses on sales and lowers guidance",neutral
"Acorda Therapeutics, Inc. (NASDAQ:ACOR): What Does Its Beta Value Mean For Your Portfolio?",neutral
Sustained growth makes Kajaria Ceramics a good long-term bet,positive
Pipavav doing very well: Devang Visaria,positive
We are very proud to be able to use this kind of innovative mobile service for voting in elections .,positive
Slow Asian demand despite multi-year low gold prices,negative
"Twitter notches first $1 billion quarterly revenue, beating estimates",positive
NMCE to launch select forward agri contracts this month,neutral
"It may seem odd for the Federal Reserve to buy ETFs, but it's not unprecedented for a central bank -œ Japan did it f… https://t.co/Tm7u3av8zC",neutral
Guarseed slips in futures trade on weak export demand,negative
$ENDV - Endonovo up 35% on SofPulse collaboration https://t.co/rawjiFBbti,positive
"Martela said plans to expand its recycled furniture business elsewhere in Finland , too .",positive
"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",negative
"Highlight: ""We have high confidence that we've seen what we call the internal low for the market,"" @suntrust Chief… https://t.co/DegDCWsxib",positive
NSEL appoints five new independent directors,neutral
Goldman pulls Progressive from Goldman's conviction list; shares -2.7%,negative
"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",negative
Technical charts indicate we could be headed for a 13-year bull run: LKP,neutral
U.S. dollar up 0.1% at 109.92 Japanese yen,positive
Canara Bank hands over dividend of Rs 348.81 cr to government,neutral
$ISVLF - IMPACT Silver reports Q3 results https://t.co/u9op6JwbRB,neutral
Somany Ceramics drops 7% as firm sets QIP floor price at discount,negative
"With the Basware Connectivity services , companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice .",neutral
155 stocks hit 52-week high as markets set new lifetime peaks,positive
"It is necessary to strengthen the company 's operations , however .",neutral
"The smog in Sydney is forcing offices to evacuate, as it's rated 11x worse than the ""hazardous"" level.… https://t.co/dFw6VfXpc9",neutral
Eli Lilly : Reyvow Migraine Treatment Available for Prescription Use #EliLillyand #Stock #MarketScreenerâ€¦ https://t.co/8l20k7DcPy,neutral
Gasoline futures tumbled 17%to touch 50 cents a gallon for the first time since 2001 https://t.co/IEY9r0mWBR https://t.co/VDR92rHToO,negative
Gold Monetisation Scheme: Jewellers to approach RBI to request involvement,neutral
$BCC - Boise Cascade declares $0.10 dividend https://t.co/wmgKpPr0ip,neutral
Rouble edges up as traders reposition after sharp falls,positive
"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",neutral
"For department stores, it’s the most desperate time of the year https://t.co/dcR6jFvprC",neutral
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,positive
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",negative
Edited Transcript of CSL earnings conference call or presentation 6-Feb-20 10:00pm GMT,neutral
"Central European Media Enterprises Ltd. Reports Results for the Full Year and Fourth Quarter Ended December 31, 2019",neutral
Telix Pharmaceuticals : Webcast of CEO presentation to Jefferies Conference #TelixPharmaceuticals #Stock… https://t.co/byNSIkQ6op,neutral
J.C. Penney stock price target raised to $1.00 from 80 cents at B. Riley FBR,positive
Den demerger talk lifts stock,positive
"CERC order likely to boost Tata Powers credit quality, says Moodys",neutral
Malaysian Prime Minister Mahathir Mohamad has said the country could soon settle with Goldman Sachs over its role i… https://t.co/NCe8E36JTe,neutral
"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+Ærvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .",neutral
Did FIIs get a whiff of the Daiichi sale?,neutral
EBay : Nears Deal to Sell StubHub to Viagogo for Roughly $4 Billion #eBay #Stock #MarketScreener… https://t.co/95SK8Ahi0b,neutral
"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",positive
Competition is going to get tougher in telecom sector: Amit Khurana,negative
Stocks mixed amid conflicting trade reports,neutral
August gold declines after rising to four-month high on lack of duty cut,negative
Deutsche Bank Adds Capital Group as Investor in Lift for Sewing,neutral
Natural Gas Price Prediction – Prices Tumble on Warm Weather Forecast,negative
Sell Tata Steel Ltd with target price of Rs 336: Sandeep Wagle,negative
PG&E loses half of financial backing for bankruptcy plan,negative
Metropolitan Stock Exchange eyes Rs 118 crore via rights issue,neutral
Business model for M&M is extremely robust: Avinnash Gorakssakar,positive
Nokia Corp of Finland Tuesday said it has received a unified device managment contract with Finnish operator Elisa Oyj .,neutral
Charting Technicals: Investors can expect a multi-year bull run in Wipro,positive
Orissa Minerals Development Company shares plunge 5 per cent on delay in bonus issue,negative
"Snap CEO Evan Spiegel Talks TikTok, Politics And Earnings",neutral
Ã‚Â Chegg Reports 2019 Financial Results and Raises 2020 Guidance,positive
Smuggling of gold sees a decline as its demand softens,negative
Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,neutral
BJP's attack on Robert Vadra hurts DLF stock; falls 12% in 3 days,negative
Morgan Stanley Raises Fortinet's Price Target After Bullish Analyst Day,positive
Nasdaq hits new high as investors look beyond coronavirus,positive
Sell Divi Laboratories Ltd with a stop loss of Rs 1711: Vijay Bhambwani,negative
GrubHub stock price target raised to $40 from $34 at Oppenheimer,positive
Financials Up On Signs Of Credit-Market Stability -- Financials Roundup #economy #MarketScreener… https://t.co/gSprQTSbKh,positive
Equinor declares $0.27 dividend,neutral
Sudal Industries forms subsidiary in UAE;stock up,positive
Lithium Consolidated : AGM Voting Clarification #LithiumConsolidated #Stock #MarketScreener https://t.co/p7a4RAogT6 https://t.co/qru0JbYXod,neutral
"Sensex heads for cloud 26,000, recommendations",positive
$THQ - Tekla Healthcare Opportunities Fund declares $0.1125 dividend https://t.co/471CDaKOE2,neutral
"The rally is running out of steam, and for good reason https://t.co/7UTw0Uh3WV",negative
Sintex looks good: Hemen Kapadia,positive
With 65% stock return PC Jeweller shines in a tough market with a focus on diamonds & exports,positive
LIVE: Trump speaks at the White House Summit on Human Trafficking https://t.co/hOfqfruYnn,neutral
"After US Fed status quo, will Raghuram Rajan surprise D-Street with rate cut?",neutral
Huawei granted 90-day extension to do business with U.S. companies,neutral
Nikkei edges down as cyclical shares sold; trading thin before events,negative
New Leak Shows Operating Manuals For 'Re-education Camps' For Chinese Muslims In Xinjiang Region https://t.co/wbCcrnS9KU,neutral
"U.S. job openings remained elevated in February, prior to the unprecedented surge in layoffs https://t.co/0XdZbEhmKj https://t.co/qX0INGsJYQ",negative
"PPDAI Group EPS misses by $0.0452, misses on revenue",negative
"After cutting 4,000 jobs, GM is hiring, but not for traditional gasoline-powered vehicles",neutral
Hedge Funds Are Dumping Cedar Realty Trust Inc (CDR),negative
Base metal drops further on sustained stockists selling,negative
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,positive
Worries mount about Chinese economy: Three reasons why China stocks plunged 8.48%,negative
How India Inc can woo more international investors,neutral
The Fraud That Is ESG Strikes Again: Six Of Top 10 ESG Funds Underperform The S&P500  https://t.co/rHbzc3YyMu,negative
Bonds now move in tandem with stocks,neutral
2014: A year for midcaps - Do you have a strategy?,positive
Resource oriented stocks are a negative buy today: Anu Jain,negative
"Bharti Airtel's Manoj Kohli sells 50,000 Airtel shares for Rs 1.81 crore",negative
"After piloting , the instrument will be further developed according to the experiences gained .",neutral
Cya Jason Garrett,neutral
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,negative
"He announced a `` solutions unit '' to speed co-operation in August , and shifted Simonson from finance chief to low-end phones in October .",neutral
KBR wins $23.7M contract,neutral
Russian rouble slips as support from tax period fades,negative
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",negative
"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",negative
Anoop Kumar Gupta appointed Director (Electrical) of DMRC,neutral
$SPLK - Splunk: Full Steam Ahead. Follow this and any other stock on Seeking Alpha! https://t.co/DCvnAuSOBa #markets #stocks #economy,neutral
Gujarat Pipavav Port Net doubles to Rs 89.5 crore in July-September,positive
Baxter declares $0.22 dividend,neutral
"Eskom, which accounts for two-fifths of South Africa’s greenhouse-gas emissions, leads the country’s biggest emitte… https://t.co/eC3HUwQDgf",neutral
Etsy initiated as buy with $55 price target at SunTrust Robinson Humphrey,positive
The identity of the buyer is not yet known .,neutral
"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass , in safety glass machines and Albat + Wirsam in software solutions .",neutral
Norwegian Cruise stock price target cut to $48 from $55 at CFRA,negative
"With Brexit, the U.K. tops many other countries in economic and policy uncertainty. Consult the FRED Blog for a wor… https://t.co/w6CiArctyI",neutral
The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,neutral
"Dalmia Cement good buy at Rs 255, to attract a lot of attention: Mehraboon Irani",positive
-- Christine Idzelis EQT Partners sheds Salcomp Swedish financial investor EQT Partners is selling a majority of its stake in mobile phone charger manufacturer Salcomp Oyj to Nordic investment company Nordstjernan AB .,neutral
Uber Loses London License (Again) ,negative
"Stock Market Update: Stock market opens slightly higher, retail drags",positive
HSIL falls nearly 4% after approving QIP at discount to floor price,negative
World shares hover near all-time high,positive
Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,positive
"Broader issues remain, from the trade war with China to weakness in manufacturing. And there are fewer people left… https://t.co/uSGvzRGSvn",negative
.@JimCramer says @realDonaldTrump just found a real reason to want to win rather than just end the trade war with C… https://t.co/Io7ups9jzh,neutral
"Stocks could rocket higher from here, history shows: Morning Brief https://t.co/b2iiWYhKSS by @SamRo https://t.co/TMIheTmziA",positive
"Casper Sleep shares slide 5% to trade at $10.46, below $12 IPO price",negative
Ecolab Named to CDP Water Security A List for Sustainable Water Management,neutral
Still some strength left in auto space: Ashuu Kakkarr,positive
Leo Puri likely to become CMD of UTI Asset Management Company,neutral
"Bank of England Mark Carney is hanging up his hat. So what's next for the central bank leader?

@flacqua sits down… https://t.co/xxqMzXupmE",neutral
"Rupee trims initial losses, trades at 62.35 vs dlr",negative
Personal Consumption Driving U.S. Market: BBH's Clemons (Radio),neutral
RBL Bank to raise about Rs 500 cr from IPO in Q4 FY15,neutral
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,positive
2020 Advances in Construction and Demolition Waste Recycling: Woodhead Publishing Series in Civil and Structural En… https://t.co/NDeG5e1kYs,neutral
FIIs submit bids worth $ 1.58 billion for government bonds,neutral
Scooters India rally on disinvestment reports,positive
$BAM - 3 Reasons Brookfield Is A Must-Own Dividend-Growth Stock. Get more info on Seeking Alpha:… https://t.co/Rdd9SbK7JJ,positive
Commercial and industrial loans at all commercial banks climb by $105.8 billion to $2.845 trillion in the week endi… https://t.co/jTTkUE4l0L,neutral
Trumps FY2021 budget proposal plans 0.3% rise in defense spending,neutral
Exposure to industry makes ICICI Bank unattractive to investors: Deepak Shenoy,negative
"Hindalco clocks 37% dip in net to Rs 2,456 crore",negative
"PFC to raise Rs 5,300 cr via infrastructure bond issue",neutral
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',neutral
Insurance companies raise holdings in equities as markets correct,neutral
Sanghvi Movers a turnaround story; IFB Inds to see festive boost: Kunj Bansal,positive
The Dow is down more than 500 points as Friday's selloff intensifies https://t.co/tK5DeT4k4V,negative
7 Pantaloon Retail promoters sell 25L DVR shares for Rs 71cr,negative
Chinese state media stepped up criticism of the U.S. and accused it of meddling in its domestic affairs https://t.co/GWysmHlLz0,neutral
8 Cannabis Stocks With Wall Street Buzz,neutral
$PDSB 3x avg daily volume today. Added 30k shares today....  holding overnight. Can easily run to $1.2,positive
Uco Bank reports four-fold rise in Q2 net profit,positive
"Dalal Street may get bumpy in new financial year, likely to be challenging for equities",negative
He believes that the soy-oats have a good chance of entering the UK market .,positive
Institutional investors cut their exposure on Ranbaxy stock,negative
The number of new coronavirus cases in Indonesia surges by more than 200 for second consecutive day https://t.co/482HK2JttV,neutral
JUST & Sodexo Partner on a Breakfast Solution for a Better Tomorrow,neutral
Concerns over global growth peg back Britain FTSE,negative
REFILE--Swedbank says it is not aware of alleged violation of U.S. sanctions,neutral
Raghuram Rajan's 'rate-cut' talk cheer markets; Sensex rallies,positive
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive
"The dollar fell , though , against the pound and the yen .",negative
$JE - Just Energy reports lower than expected Q3 Base EBITDA and free cash flow; revises 2020 guidance https://t.co/JT06Kd3sDQ,negative
"Bank of India raises Rs 2,500 crore from bonds",positive
Profit after taxes totaled EUR 12.1 mn .,neutral
$CC $MMM $DD - PFAS chemical makers climb as Congress makes no decision https://t.co/cthudaPdFL,positive
Unisys's stock soars after $1.2 billion sale of U.S. Federal business,positive
Ultratech Cements profit declines 6% to Rs 591 crore,negative
"Dow up 26 points, or 0.1%; S&P 500 adds 1 point",positive
"Maruti, Strides, Coffee Day among buy ideas of top brokerages",positive
Brent dips toward $107 as ample supplies weigh,negative
Bhushan Steel slips 5% on rating downgrade; down 60% since August,negative
GVK's net loss shrinks to Rs 45 crore in Q3,positive
"Do not prefer telecom in long-term: Harendra Kumar, Elara Capital",negative
"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .",positive
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,neutral
Sugar is losing fairly quickly: Ashwani Gujral,negative
Euro flat in Asia after drop on ECB easing plan reports,negative
BOC India hits 20% upper circuit on delisting plans,positive
"According to Finnish insurance companies Tapiola , Local Insurance Group ( L+Æhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance .",positive
Omkar Speciality down 53% in debut trade,negative
Chana falls 0.25% on increased supply,negative
"If You Had Bought AXA (EPA:CS) Stock Five Years Ago, You Could Pocket A 33% Gain Today",positive
Alstom investors should wait and watch: Analysts,positive
Fed's Williams: Risks to U.S. economy still to the downside,negative
"$VRNS - Varonis Systems, Inc. 2019 Q4 - Results - Earnings Call Presentation. https://t.co/nyoAzUyvoP #finance #stockmarket #economy",neutral
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,positive
Commodity bourse ICEX plans rights issue as part of revival plan,neutral
EUR/USD Daily Forecast – Euro Falls Into a Range Near Trendline Support,negative
"Shapoorji Pallonji Group, CPPIB enter into strategic alliance",neutral
Currency ties key to dollar reserve hegemony: BIS study,neutral
Talwalkars rally over 16% on reports of stake sale to David Lloyd,positive
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,negative
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",positive
"Lyft and Peloton Rally, Defying the Mantle of 2019’s Least-Loved Debuts",positive
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,negative
Rupee sees biggest single-day fall in a month; FM awaited,negative
The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .,neutral
A garlic and citrus feed supplement that lowers the greenhouse gases burped out by cows is giving farmers the chanc… https://t.co/nCVcYLNw5x,neutral
"Japan Post: IPO to include separate listings of bank, insurance units",neutral
Onto Innovation stock price target raised to $50 from $40 at Benchmark,positive
NPA cycle has peaked out for SBI: Prakash Diwan,neutral
IMFA's Q4 net up over 28 pc at Rs 24.48 cr,positive
"Hexaware's Q2 revenue rises 5.6%, helped by growth in Europe, US",positive
Sugar futures trade lower by 0.15% on higher supply,negative
"$MYSZ Holding overnight. I increased my position today. Im hoping we might get some news, but chart also looks primed for a bounce.",positive
Why NIO Hasn’t Fallen Totally Off the Cliff,positive
J&K Bank Q1 net profit rises 35 per cent to Rs 246 crore,positive
"The Bank of Korea is taking unprecedented action in the face of coronavirus-not about the rate decision itself, but… https://t.co/CmxUuSBiab",neutral
An insurance company underestimated how long people would live - and now its stock is crashing,negative
Silver futures up Rs 193 aided by global cues,positive
Niger Jihadist Raid Shows Speed of Islamic State Expansion,neutral
OMCs pullback on hopes of no fuel price cut in near term,positive
"Why I'm Cutting Netflix -- and Millions of Americans Might, Too",negative
Tallgrass CEO Departs Amid Blackstone Take-Private Bid,neutral
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",negative
Bank agencies announced they'll temporarily lower the community bank leverage ratio to 8%. The rule change - requir… https://t.co/m6N7S7zEwo,neutral
Asian shares advance after Fed keeps interest rates steady,positive
"Pre-market: Nifty seen opening lower; Reliance Industries, Wipro eyed",neutral
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener https://t.co/XltkskkpZw https://t.co/g8VHPlAr19,neutral
"Stocks rose slightly on Friday, after President Trump said the U.S. and China are “very close” to reaching a trade… https://t.co/DSRcoha7Er",positive
German shares lag in Europe as Ukraine conflict hits ZEW,negative
Sony : Amazon names Sony executive to lead entertainment unit - WSJ #Sony #Stock #MarketScreener… https://t.co/pYRE6UyCgV,neutral
The employment contracts of 14 of the employees will end in March 2009 as a result of the company 's previous employer-employee talks .,negative
GMR Infrastructure hits year-low on Maldives civil court order,negative
Canada Goose -10% after hacking guidance due to coronavirus,negative
"Syndicate Bank, Prakash Industries & Bhushan Steel crack upto 20% in bribery case",negative
`` BG Crane has been a strong partner for Hiab in Australia for many years .,neutral
$STML: Alliance Global Partners starts at Buy https://t.co/MCyfTsXc2N,positive
"TBWA India announces top management changes, Shiv Sethuraman moves out",negative
"Brent falls to 27-month low, under $91 on global growth, oil glut concerns",negative
`` They 've already allocated money for the inventory .,neutral
"When dialing in , the participants should quote 877417 as conference ID .",neutral
"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",negative
"CEE MARKETS-Currencies weaker, stocks grind higher amid U.S.-China trade hope",neutral
Adamis Pharma -61% on FDA's Zimhi rejection,negative
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",positive
"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .",negative
"Willis Towers Watson EPS beats by $0.04, beats on revenue",positive
"Edible oils up on millers buying, global cues",positive
"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",negative
"InterGlobe Aviation's Rs 3,018 crore IPO over-subscribed by two times on Day 3",positive
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",positive
"Is Roan Resources, Inc. (ROAN) A Good Stock To Buy ?",neutral
Investors Who Bought Supernus Pharmaceuticals (NASDAQ:SUPN) Shares Five Years Ago Are Now Up 148%,positive
Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia the acquisition of Fimentor Oy .,positive
"Sensex rangebound ahead of Christmas holiday; Nifty50 holds 7,850",neutral
"Government sells 9% stake in Axis Bank, shares fall 3%",negative
Facebook tumbles nearly 11% after newspaper Barron says stock only worth $15,negative
The GyPSii mobile social networking application is available in China with both Chinese and English language support .,neutral
WL Ross asks OCM to wipe out losses by March 2013,neutral
MSCI move to include Hong Kong-China ADRs in EM index may hit Indian stocks,neutral
"$BAYRY $BAYZF - Bayer, plaintiffs agree to postpone glyphosate lawsuits for settlement talks https://t.co/qVd2jpfZtC",positive
BlackRock ETF funds draw record $102.8 billion in new money,positive
"Finnish silicon wafers manufacturer Okmetic Oyj said on June 29 , 2007 it signed an agreement with Nordea Bank Finland Plc , the local subsidiary of Swedish commercial bank Nordea Bank AB , which will refinance Okmetic 's syndicated bank facility which amounts to some 20 mln euro ( $ 26.9 mln ) .",positive
"Jim Rogers buys euros, says bailouts will destroy currency",positive
A WSJ primer on the central bank's novel $600 billion direct-loan program https://t.co/43O0vIETta,neutral
No relief for Ranbaxy in the near term: Five facts,negative
Long-term target in ONGC is positive,positive
"Markets make merry on Narendra Modi magic; Sensex tops 25,000 mark",positive
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",negative
Polaris net up 8 pc on lower forex losses,positive
"Punj Lloyd, Bharat Forge in fray for Rs 16,800 cr defense order; stocks rally",positive
"Edible oils remain weak on sluggish demand, global cues",negative
$AAPL - Apple forecasts 100M+ 5G iPhone sales - report https://t.co/QhkaVvX1fZ,positive
Jewellery stocks under pressure; down up to 3.5 per cent,negative
"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",negative
TV18 posts multi-fold decline in FY-11 net loss at Rs 20.11 crore,positive
Hedge Funds Aren’t Crazy About Hutchison China MediTech Limited (HCM) Anymore,negative
"Petrol, diesel prices hiked again, but OMC stocks remain subdued; IOC, HPCL in red",negative
"Rabobank on Democratic primary: ""Oddly for the ‘party of the workers’, two of its 18 candidates for president are n… https://t.co/gEWb4uXfsS",neutral
Man Infraconstruction drops 4% on promoter stake sale,negative
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",positive
U.S. growth outlook in 2020 improves despite trade risk: Fannie Mae,positive
Mustardseed futures slip on weak spot cues,negative
The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,positive
"The growth in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .",positive
Puravankara real estate scheme not a CIS: Sebi,neutral
Top nine trading strategies in a rising market,positive
Together they generate Aspo 's goodwill .,neutral
"Freddie Mac Prices $731 Million Multifamily K-Deal, K-F74  https://t.co/c31iovNuJy",negative
Nasdaq up 0.2%,positive
Sharda Cropchem has good business model: Kunj Bansal,positive
"Fed's ""National Activity Index"" Plunges To 2-Year Low https://t.co/8EuearHROW",negative
"ArcelorMittal shares surge on higher operating profit, dividend than expected",positive
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,negative
The total emissions reduction from 1999 to 2017 will be thus 41 % .,neutral
Bond yields steady ahead of buyback results,neutral
$VIAC: Barrington Research cuts to Mkt Perform https://t.co/7Fv1ZiFZBS,negative
( The acquisition sum has not been disclosed . ),neutral
"Kotak, Edelweiss best bet among brokerage companies: Mehraboon Irani",positive
Data surge to support Airtel's growth but African woes may stay,neutral
Manchester United Plc Announces Second Quarter Fiscal 2020 Earnings Report Date,neutral
GlaxoSmithKline Pharmaceuticals Q1 net dips 43% to Rs 96.5 crore,negative
Merger hopes trigger a rally in 3 associates of SBI,positive
$ECONX: November Nonfarm Private Payrolls 125K vs 153K https://t.co/M9gpUZQoF7 consensus https://t.co/fav5NvyRH3,negative
$SRNE UPDATE 1-Sorrento Therapeutics rejects all-cash takeout proposal; shares jump https://t.co/rPHkDVbzui via @YahooFinance,positive
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive
Essar Shipping falls 2.5% as delisting price at discount to CMP,negative
"Starbucks Stock Is a Buy, According to This Investment Bank",positive
Stay out of Hindustan Copper at the moment: Ashit Suri,negative
EUR/USD Failure of 1-2-3 Pattern Might be Bullish,positive
Sales of security and system packaging increased slightly .,positive
Torrent Power reports Rs 7.3 crore quarterly loss,negative
Earnings per share were at loss of EUR0 .24 .,negative
Chances are that Nifty will go towards 8650-8700: Ashwani Gujral,neutral
Sluggish growth seen in auto ancillary space over next two quarters: Jitendra Sriram,negative
27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .,positive
