News Headline,Sentiment
"Under the agreement , Japrotek will deliver nine storage tanks in the volume range of 1,000 cu m to 3,000 cu m with included agitators .",neutral
"Under the agreement , TietoEnator will provide Blyk with extended application and business process management services and an IT infrastructure .",positive
Under the agreement Ponsse will provide forest machine maintenance services to Stora Enso 's Russian wood procurement operations .,neutral
Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .,positive
Under the terms of this agreement Lextel Group has committed to an opening order of EUR3 .75 m for Benefon mobile units to be co-branded with Capitel for the China market .,neutral
Vacon 's office will support its customers in Brazil and South America .,neutral
We can capitalize on our experience from a number of similar bridge projects in the Nordic countries .,positive
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",positive
"With the second phase of the new Innova building , Tecnopolis presence in Jyvaskyla will increase to a total of approximately 62,000 floor square meters .",neutral
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,positive
- Moody 's said it gave P A1 long-term senior unsecured and P P-1 short-term debt ratings to Finnish lender Aktia Bank 's EUR1bn USD1 .4 bn euro medium-term note EMTN program of 25 March 2011 .,neutral
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",positive
`` Leipurin is a growing and rapidly internationalizing Group .,positive
`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . '',positive
"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",positive
"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .",positive
"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .",positive
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,positive
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive
"agreement with SHB 30 December 2009 - Finnish financial services group Aktia HEL : AKTAV has concluded a market making agreement with Svenska Handelsbanken STO : SHB A , or SHB , the two parties said today .",positive
"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment .",positive
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",positive
CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest .,positive
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",positive
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .",positive
Finnish construction company Lemminkainen Oyj HEL : LEM1S said yesterday that it would build a plastic film extrusion plant for packaging materials supplier Ab Rani Plast Oy at Lemminkainen 's Kaluga industrial park in Russia .,neutral
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,positive
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",positive
"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .",positive
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",positive
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,positive
Glaston also has efficiency measures in all other units .,neutral
"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business .",positive
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .",positive
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,positive
"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .",positive
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",positive
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",positive
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",positive
"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .",positive
"Net sales will , however , increase from 2005 .",positive
"Nokia will deliver a WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station to Indosat .",neutral
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,positive
"Order intake , on the other hand , is expected to be stronger than in 2007 .",positive
"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .",positive
"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .",positive
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,positive
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",positive
Rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .,positive
"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .",positive
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,positive
"Russian export duties will activate harvesting in Finland , and sales in Russia will increase also .",positive
"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .",positive
"The Bristol Port Company has sealed a one million pound contract with Cooper Specialised Handling to supply it with four 45-tonne , customised reach stackers from Konecranes .",positive
The company expects net sales to significantly increase from 2009 .,positive
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",positive
"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam .",positive
"The contract traded at an all-time high of $ 50,200 a ton on April 24 .",neutral
"The EBITDA was EUR116m compared to EUR115m , corresponding to an EBITDA margin of 33 % .",positive
"The fair value of investment properties totalled EUR 2,299.9 mn , compared to EUR 2,229.5 mn in the corresponding period in 2009 .",positive
The fund at fair value will increase correspondingly .,positive
The impact of this acquisition to Teleste 's net sales for 2010 is estimated to be approximately EUR 2 million .,neutral
The impact on TietoEnator 's net sales for 2008 from the purchase is expected to be some 11 mln euro $ 15.9 mln .,neutral
The optimization of the steel components heating process will reduce the energy consumption .,positive
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,positive
These savings will have full impact as of the beginning of 2007 .,neutral
This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,positive
This new partnership agreement represents a significant milestone for both parties .,positive
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",positive
"Together , Yahoo and Nokia said they will continue to deliver Internet experiences that address the core needs of consumers , developers , operators and advertisers .",neutral
"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .",positive
"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .",positive
"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .",neutral
The forecast for 2012 is 3.3 % .,neutral
"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares .",neutral
The company is listed on the Nordic Exchange in Helsinki .,neutral
"Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore .",neutral
"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system .",neutral
28 January 2011 - Finnish technology center operator Technopolis Oyj (HEL : TPS1V)said today it will invest EUR22 .5 m in the construction of the second phase of an office facility in Tampere .,neutral
Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,neutral
"Finnish L&T Recoil , a company specialising in used oil regeneration , is building a facility in Hamina in Finland in 2008 .",neutral
The shops are located in the capital region and the Paijat-Hame region .,neutral
The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,neutral
The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,neutral
"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",neutral
Name of Company in which holdings have been acquired : Citycon Oyj 2 .,neutral
"BasWare is headquartered in Espoo , Finland .",neutral
"The store is located in Poznan in a shopping center named Pestka , the company added .",neutral
"The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business .",neutral
"According to the Act , universities can now acquire private funding .",neutral
"Following its strategy , Tikkurila has established a fully-owned sales company TOO Tikkurila in Almaty , Kazakhstan , for marketing decorative paints under the Finnish Tikkurila brand and the Russian Teks brand .",neutral
Asian traffic declined by 3.4 per cent .,negative
"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",neutral
"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide .",neutral
"Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs .",positive
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",neutral
Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,neutral
"The joint venture will invest about EUR 500,000 in production technology straight away .",neutral
He will report to CapMan Plc 's CEO Heikki Westerlund .,neutral
The price will be specified at the completion date .,neutral
A total of $ 78 million will be invested in the project .,neutral
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",neutral
"H1 '08 H1 '07 Q2 '08 Q2 '07 in mln euro , unless otherwise stated Net sales 386 328.6 201 160.7 Operating profit 46.3 35.8 23.2 9.5 Pre-tax profit 33.6 26.9 18.7 5.1 Net profit 25.1 25.4 14 4.0 EPS in euro 2.20 2.36 1.24 0.38 1.0 euro = $ 1.60 www.componenta.com",neutral
"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",neutral
`` Fixed Mobile Convergence solutions represent a key value proposition in today 's communication market .,neutral
`` There is no room to modify the share component as we have already indicated . '',neutral
`` We could be there .,neutral
`` We were the lowest bidders and now the final approval is awaited . '',positive
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",neutral
"128,538 shares can still be subscribed for with Series E share options , max .",neutral
15 November 2010 - Finnish energy company Fortum Oyj HEL : FUM1V said today it and partners started negotiations to establish a new operating model for energy supply in the Turku region of western Finland .,neutral
"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",neutral
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",neutral
A meeting of Glisten shareholders to vote on the bid will be held on 12 March .,neutral
"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-£801-£6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 .",neutral
"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''",neutral
"A total of 185 Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch - HMI software , IndustrialSQL Server historian , Wonderware Information Server , DT Analyst software or QI Analyst SPC software .",neutral
A. Le Coq had a market share of 41.3 percent and rival beverage group Saku 32.1 percent .,neutral
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",neutral
"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .",neutral
Absolut Bank is exploring the possibility of further borrowing .,neutral
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,neutral
Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+Ænsi-Kalkkuna to produce turkey meat .,positive
Finnish food industry company L+Ænnen Tehtaat is planning changes to its fish product business .,neutral
Finnish plumbing and heating systems supplier Uponor is temporarily laying off its whole workforce in Finland for two weeks as of mid-July 2009 .,negative
Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .,neutral
"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",neutral
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",negative
"Member of the HK Ruokatalo Group in Finland , Scan , is launching a joint venture slaughterhouse with Team Ugglarp in Sk+_ne , southern Sweden .",neutral
"The largest construction company in Finland , YIT Corporation , is to acquire 70 % of the shares in the Slovak construction company Reding Bratislava .",neutral
"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high .",negative
"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom .",neutral
"According to CEO Hannu Syrj+Ænen , a new common name and visual identity is required as the group has grown and internationalised .",neutral
"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 .",neutral
"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 .",neutral
"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building .",neutral
"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however .",neutral
"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",neutral
"According to the company , the lay-offs will be temporary .",neutral
"According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia .",neutral
"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla - s shares and voting rights .",neutral
"According to the report , Elisa 's and DNA 's joint market share of Finland 's telecom market is 59 % .",neutral
After that the two companies sat down and sewed up the present deal .,neutral
"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .",neutral
"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",neutral
Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,neutral
Airbus will attempt to evacuate up to 873 people within 90 seconds .,neutral
"ALEXANDRIA , Va. , June 7 -- Michael G. Williams of Newbury Park , Calif. , has developed a network device .",neutral
All rights reserved .,neutral
All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,neutral
"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",neutral
Almost the entire office building will be occupied by Metso .,neutral
"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .",neutral
Also the development of online businesses will continue .,neutral
Altimo previously agreed a similar deal with Telenor to merge their stakes in VimpelCom and Kyivstar-GSM .,neutral
As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .,neutral
"As a result , a total of 82 employees would be given notice .",neutral
"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .",neutral
"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .",neutral
"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 .",negative
"As reported June 26 , `` both circuits continued to alternately report the track as vacant and then occupied almost constantly from June 17 , when part of the track signaling device was replaced , to the time of the crash , according to the Metro source . ''",neutral
"At 10.58 am , Outokumpu declined 2.74 pct to 24.87 eur , while the OMX Helsinki 25 was 0.55 pct higher at 2,825.14 and the OMX Helsinki added 0.64 pct to 9,386.89 .",neutral
at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,neutral
"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",neutral
"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions .",neutral
Autotank Group is part of Aspo 's Systems Division .,neutral
Basware Einvoices Oy will be merged into the parent company during the present fiscal period .,neutral
"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",neutral
"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .",neutral
Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .,negative
"Besides , Pit-Produkt will enter the new segments .",neutral
"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .",neutral
CapMan made its initial investment in OneMed in June 2006 .,neutral
"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",neutral
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,neutral
"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey .",neutral
"Comptel Corporation Sami Ervio President and CEO , Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .",neutral
"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",neutral
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",neutral
COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited,neutral
"Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space .",neutral
Currency conversions are based on exchange rates at the time of the deal .,neutral
"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",neutral
"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",neutral
"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .",neutral
Dutch publisher De Vijver said today it has agreed to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .,neutral
Each share is entitled to one vote .,neutral
Each year the dividend is deducted from the subscription price .,neutral
Earnings per share EPS amounted to EUR0 .01 .,neutral
Earnings per share were EUR -0.04 -0.06 .,neutral
Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers .,neutral
Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .,neutral
Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,neutral
"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .",neutral
"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .",neutral
"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .",neutral
"Ethanol would be made from barley , and production could start in 2008 .",neutral
"EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications .",neutral
Exel is headquartered in Mantyharju in Finland .,neutral
facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V said today that it will build the frame and the facades in a tower construction project in Riga .,neutral
Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,neutral
"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement .",neutral
"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .",neutral
"Finnair expands : Finnair plans to add more flights on routes to Hong Kong , India and Russia .",positive
Finnish Bank of +_land will launch its long-term pension savings account at the beginning of June 2010 .,neutral
Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .,positive
Finnish industrial group Ruukki Group Plc OMX Helsinki : RUG1V said on Friday 14 November that its furniture business segment Incap Furniture has concluded personnel negotiations that were started at the end of September .,neutral
"Finnish metal components supplier Componenta on December 26 , 2006 applied for approval with the Turkish Capital Markets Board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer Doktas Dokumculuk .",neutral
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",neutral
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,neutral
Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .,neutral
"firm 28 October 2009 - Finnish lifting equipment maker Konecranes Oyj HEL : KCR1V said today it acquired US Machine Tool Solutions Unlimited in Cincinnati , Ohio , for an undisclosed sum .",positive
"Following the issue , the new shares will constitute 10 percent of the firm 's capital .",neutral
"For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland .",neutral
"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",neutral
"GeoSentric is acquiring extra financing by issuing a maximum of 220,000 new shares and a convertible bond with subscription rights for 880,000 shares , which have been fully subscribed .",neutral
"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .",neutral
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,neutral
Growth is expected to continue in 2008 .,positive
GyPSii service supports ten different languages including Korean and Russian .,neutral
He confirmed his view on July 6 .,neutral
He is a member of the Board of numerous com-panies and a shareholder of the Boardman Ltd board specialist net-work .,neutral
"HELSINKI AFX - Cargotec said it has bought a 95 pct stake in Indital Construction Machinery Ltd , a Bangalore-based company that makes fork lift trucks and mobile cranes , for an undisclosed sum .",neutral
"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",neutral
"Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .",neutral
"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",neutral
"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time .",neutral
"I can say categorically , no , ' Wahlroos was quoted as saying by the paper , when asked about Sampo 's interest in making a bid for RSA .",neutral
"If Honkarakenne starts production there , it will need a partner for sawmill operations .",neutral
"In addition , nine fixed-term employment contracts will not be extended and two people will leave the company under pension arrangements .",neutral
"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .",neutral
"In addition a reduction of nine persons will be made through pension or other arrangements , the company added .",neutral
"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+Ærvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .",neutral
"In future , the plant will focus on the production of flange profiles for wind farm towers .",neutral
In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .,neutral
"In the Baltic countries , Atria 's target is organic growth .",neutral
"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",neutral
"India is high on our priority since business links between our two countries is also expanding , '' Tornstrom said .",neutral
IonPhasE 's second major owner is venture capital firm Aura Capital .,neutral
"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",neutral
It moved into the No. 2 spot in 2000 when it merged steel operations with Avesta Sheffield to form AvestaPolarit .,neutral
"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",neutral
"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",neutral
"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .",positive
"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .",neutral
"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .",neutral
"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",neutral
Kemira 's partner in the project is St. Petersburg Water Works .,neutral
Kershaw takes up the position with immediate effect from her previous role as marketing manager of Sankey Home & Garden Products .,neutral
KONE is listed on the Nordic Exchange in Helsinki .,neutral
"L&T is operative in Finland , Sweden , Latvia , Russia and Norway .",neutral
"Last week , however , Nokia announced that it will pursue a long-term relationship with Microsoft , and make the Windows Phone 7 operating system the foundation for Nokia mobile phones .",neutral
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,neutral
"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .",neutral
LONDON AFX - Fortum said it has agreed to sell its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum .,neutral
"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .",neutral
"Maximum amount of terminations in Finland is 40 employees , the company added .",neutral
Measures will be launched immediately and are due to be finalized in the first quarter of 2010 .,neutral
"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",neutral
Metso 's delivery will include a complete coated board line with related air systems and two winders .,neutral
Mobile data transfer is expected to increase explosively in the LTE era .,neutral
Most of the dividend will go to the Grimaldi family .,neutral
"mr Bakman sees also expansion options on the Tallinn-Helisnki link , claiming however , that operating the link with only a single ship is not enough .",neutral
"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .",positive
"M-Real said there are ` no grounds ' for the rumors , which ` have been circulating in the market for some months . '",neutral
